--
-- author: haosun
   [112] = "竟然在地狱边境看到那个灵魂本该消散的小女孩安迪。\n\n众人心生疑惑，怀疑她是否就是罗德里戈所说的巴贝塔里的小女孩模样的恶魔，决定追上去一问究竟，却因途中遭遇恶魔拦路，最终跟丢了小女孩。\n\n唯有雅努西娅看清了小女孩跑走的方向，众人决定去看看。",
   [114] = "顺着雅努西娅所指的方向前进，竟然来到了传说中无所不知的地狱公爵·但他林的领地。\n\n妮蔻拉丝警告魔女们但他林是十分危险的存在，连她也没有见过他的真身，建议大家最好原路返回。\n\n众人正在犹豫时，雅努西娅却突然追着蝴蝶跑进去，为了找回雅努西娅，魔女们别无选择只能继续前进，妮蔻拉丝无奈也选择了继续同行。",
   [116] = "雅努西娅走丢，安娜十分自责，不顾自己安危地焦急寻找。\n\n妮蔻拉丝提醒大家，如果雅努西娅真的去了那个最危险的地方，恐怕凶多吉少。",
   [118] = "众人终于追上了雅努西娅，却发现伪装成小女孩的深渊先觉但他林也终于站到了幕前。\n\n一番交战后，但他林显现出了压倒性的实力，却并没有危害众人，反倒与导师联手，消灭了伪装成雅努西娅的神使，娜塔莉娅也在此时被迫现身，并与但他林达成了一项交易。\n\n在从但他林口中得知夜莺之主玛丽的去向后，众人决定进入真正的深渊。",
   [121] = "踏入色欲界，娜塔莉娅介绍色欲界的刑罚，聊起色欲原魔的故事。\n\n遇到一个亡灵正在被恶魔追赶，安娜出手救下，被救的亡灵没有感激反而指责为什么坏了她的好事，愤怒离开，众人不明所以。\n\n这时有另一个亡灵走过来，他说自己叫阿梅尔，还说自己是神使，下界是来追捕色欲原魔的，众人更加疑惑。",
   [122] = "看到一对温情相处的亡灵，众人好奇上前，却发现他们好像根本不知道自己在地狱，仍然是人间的生活方式。\n\n导师猜测他们陷入了幻境，但奇怪的是他们不仅身处幻境，还被篡改了记忆，认为自己是另外一个人。",
   [124] = "看到两个亡灵争执，同样陷入了幻境，不同的内容，同样的主人公，控诉着原来所谓的爱情只是一场精心策划的骗局。\n\n其中一个亡灵愤怒离开。被留在原地的亡灵更加愤怒，认为猎物居然逃脱了自己的掌控，魔女被殃及，开战。\n\n魔女们开始发现如果把这几个故事联系起来，很像是在诉说一段从相遇到决裂的往事。",
   [126] = "又看到一对亡灵，争执着同样的内容，但结局却相反，两个亡灵相拥和好。\n\n魔女们感叹这一段爱情的坎坷，同时好奇事实到底是怎样的结局。\n\n这时深渊骑士出现准备带走两人，说他们的刑罚已经结束，领主要见他们，发现站在一旁的魔女，开战。",
   [128] = "众人拼凑出一个真相，认为有人排演了这一切，似乎是在验证着一个结局。\n\n然后众人看到一座堕落的帕拉迪斯出现在眼前，色欲领主也在帕拉迪斯中现身，他看向娜塔莉娅的眼神有些特别，还说了一句奇怪的话，他们之间似乎发生过什么不为人知的往事。\n\n打败领主后娜塔莉娅吞噬了他的力量，却流下了一滴眼泪。",
   [131] = "暴食地狱的环境令人生理性难以忍受，而亡灵间的相互捕食残杀则令人心理性难捱。\n\n在如此疯狂的地狱中，最后的亡灵已经不留丝毫理智，浸透狂气的视线落到了魔女们的身上，无理智的猎食再次开始。",
   [132] = "远离亡灵群后，魔女们踏入了体型如小山般巨大的地狱三头犬的地盘，它的身后有关于玛丽的线索，一行人决定快速通过，却遭到了猎首犬的阻击。",
   [134] = "醒来的地狱三头犬虽然能与魔女进行交流，但它对魔女们怀抱着明显的恶意，交流无果后便与魔女开战。\n\n战斗结束后，整个空间开始收缩——时间，不多了。",
   [136] = "对玛丽留下的线索继续进行追踪，途中碰上酸液雨以及亡灵群暴动。",
   [138] = "边前进边讨论有关埃利奥特的信息，埃利奥特在此时悄无声息地出现。\n\n疯狂的他已然没有交流的可能性。打败他后他所遗留的神羽则表明，他从最初到最后到保持着一颗虔诚的信神之心。",
   [141] = "暴食地狱即将崩塌，众人前往下一层，却发现落入了一个类似神庭的地方，并且导师不见了身影。\n\n正在此时，一个不知道在说谁坏话的神使走了过来。",
   [142] = "打败了那个神使后，希贝尔、妮蔻拉丝、娜塔莉娅都不见了，安娜和安利丝一起开始寻找她们。\n\n再次碰上说坏话的神使，解决了他们之后安娜似乎听到了希贝尔的声音，没等安利丝就自己跑走了，安利丝连忙追赶。",
   [143] = "安利丝追上了安娜，安娜对之前的事情道歉，安利丝轻易原谅了她。\n\n可这次安娜又说自己听到了玛丽与导师的声音，着急的她没能顾及安利丝，它被甩下也没发现，独留安利丝茫然地在原地，找不到安娜。",
   [144] = "名为亚尔维斯的魔鬼与安利丝开始了对话，他竟是安利丝的弟弟。\n\n安娜带着其他魔女找了过来，亚尔维斯似乎对安娜的仇恨很深，没讲几句便对安娜出手，魔女一行十分艰难地打败了亚尔维斯，却发现他是个幻影，安利丝似乎不打算对大家说明他和亚尔维斯之间的事情。",
   [145] = "娜塔莉娅与但他林幻影之间展开了战斗——娜塔莉娅重伤。",
   [146] = "妮蔻拉丝与西格莉德幻影之间展开了战斗——妮蔻拉丝重伤。",
   [147] = "希贝尔与安娜幻影之间展开了战斗——希贝尔重伤。",
   [148] = "亚尔维斯对安娜发动了攻击，他的实力极为强劲，安娜无法抵御，危急时刻安利丝以自己的身体为她挡下致命一击。\n\n进入弥留之际，与安娜告别后，他的火灵便熄灭了，双生子的力量尽归亚尔维斯，亚尔维斯似乎精神不安定地离开了。\n\n安娜则回忆起了安利丝的真身菲尔斯的事情，以及部分关于自己的事情，她的黑色翅膀也在此时变成了更大的洁白羽翼。",
   [1041] = "菲尔斯醒来发现被困在天狱中，他依稀想起昏迷前听到一段对话，似乎在谋划着什么。\n\n此事必须要立即向泰兰达尔神使长汇报，眼下的结界有些眼熟，情急之下先打破结界逃出去再说。",
   [1042] = "打破阵法，菲尔斯遇到了巡逻的神使。\n\n菲尔斯询问这里是哪里，结果神使告诉菲尔斯身犯谋杀同僚之罪，让他乖乖回去等待审判。\n\n菲尔斯要求见泰兰达尔，神使不肯于是开战。",
   [1043] = "打败了神使后，菲尔斯决定找其他人问问。\n\n遇到了基露卜，从基露卜口中得知扎迦利已经判天，还认为自己是扎迦利的同党，解释不清只能开战。",
   [1044] = "正要离开天狱却遇到了本该看守庄严神殿的利卫。\n\n利卫声称他守在此处，奉劝菲尔斯乖乖返回天狱等待审判。",
   [1045] = "遇到一个叛变神使亨利克，误把菲尔斯当做队友，菲尔斯将错就错套出扎迦利所在。\n\n亨利克战败，消散之前表示他只是想要自由。",
   [1046] = "前往战场途中遭遇该阿法阻拦，菲尔斯好言相劝此刻该共同御敌，但该阿法坚持奉命看守分割战场，决不能让任何人再去支援。\n\n菲尔斯见谈不拢只能开打。",
   [1047] = "竟连神使学院的老师欧诺弥亚都背叛了神庭，欧诺弥亚却表示自己是追随自己信仰而战，认为逻各斯专制无情，扎迦利才能带来真正的信仰之光。\n\n两人各执立场无法相互说服，开战。\n\n战后欧诺弥亚却表示，他绝对无法越过接下来会遇到的那个人。",
   [1048] = "菲尔斯回头，看到了最熟悉的弟弟亚尔维斯，没想到他也归顺了扎迦利。\n\n亚尔维斯控诉从小到大在神庭受到的不公平待遇，只有扎迦利让他看到了无上的自由与荣耀。\n\n当亲情与信仰无法两全，菲尔斯该如何抉择？",
   [9991] = "魔女为拯救被梦魇所困的雅努西娅进入其梦境，出现在神庭天狱，遇到守狱神使，开战。\n\n关押此处的御前四大神使德维娜突然越狱而出冲向下界，众神使越过魔女前去追捕。\n\n但这些为什么会在雅努西娅的梦境中，魔女不得而知。带着疑问继续前进。",
   [9992] = "魔女在天狱走廊搜寻雅努西娅的身影，听到基露卜的歌声，得知雅努西娅竟然就是德维娜。\n\n原来德维娜因守护帕拉迪斯不力被判堕天，阴差阳错成为了后来的雅努西娅。同时得知神庭要引洪水灭世。\n\n魔女前往人间追寻雅努西娅。",
   [9993] = "魔女在恶魔手中救下了卡尔，和卡尔进行了对话。\n\n魔女询问卡尔是否见到一个银发小女孩，卡尔反问那个女孩是雅努西娅吗？他认识，魔女们十分惊喜。\n\n卡尔在确认魔女可信任后，表示可以带她们寻找雅努西娅。",
   [9994] = "卡尔告诉魔女大洪水即将到来，他的族人都登船了，或许在伊诺森特之舟那儿可以找到雅努西娅。\n\n途中遇到抓捕德维娜的神使，开战。\n\n卡尔表示一定要阻止雅努西娅，并说没有时间了，随即向着一个方向跑去，魔女紧随其后。",
   [9995] = "遇上受血月魔力影响进入狂暴状态的奥利佐，开战。 \n\n战斗结束后，卡尔表现出了与奥利佐十分熟络的模样。异变突生，卡尔突然的头痛牵引众人进入了他与雅努西娅的回忆，令大家得知了他与雅努西娅从相遇到结为兄妹的事情。小风波过后，时间已所剩无几，必须加快步伐。",
   [9996] = "血月状态的雅努西娅以为是卡尔背叛了自己，认为人类都是不可饶恕的原罪，要毁灭伊诺森特之舟。n\n卡尔和她说话，雅努西娅却看不见他的身影，也听不到他的声音。原来卡尔早已死去……\n\n硫磺火化作无数利箭射向伊诺森特之舟，卡尔顶着漫天箭雨抱住雅努西娅。\n\n雅努西娅在这时终于看到了卡尔，与其对话后化解了误会，雅努西娅最终回归银月状态，却要面对撕心裂肺的别离……\n\n一切终结，梦境崩塌，魔女回到了现实。",
   [9981] = "夜莺城堡突遭震动，导师从妮蔻拉丝那里得知茉门是起因。\n\n两人一同前往茉门处，遭到了暴动魔物的袭击。",
   [9982] = "得知娃娃洁恩体内有着被茉门封存于其中的灵魂，在妮蔻拉丝的请求下导师将其保护起来，不料遭到魔力反扑。",
   [9983] = "导师一行在魔力的影响下看到了映照过往的海市蜃楼，并得知茉门原是孤儿院的执誓，很受孩子们欢迎。\n\n斯温德勒执誓带来了一位自称是贵族管家的领养人，但却被茉门揭穿他是个骗子，没让他带走孩子，领养人悻悻而归。",
   [9984] = "茉门去采购物资，镇上的人对茉门发出各种恶意的猜测，茉门并不理会这些流言，遭到他人推搡之时被导师的魔力救下。\n\n晚上茉门哄孩子们睡下之后正要休息，为她端来热茶的斯温德勒执誓显出了阴险的神情。",
   [9985] = "孤儿院燃起大火，茉门视力受损看不清现场，不知孩子们已经全部死亡，仍在寻找他们，并请求斯温德勒执誓帮忙，却得知他正是纵火的元凶、孩子们已经全部遇难。\n\n悲愤的她爆发魔力，将罪魁祸首消灭，并将孩子们的亡灵缝合封存在了娃娃体内。\n\n另一方面，导师与妮蔻拉丝也将返回现实。",
   [9986] = "现实中的茉门因洁恩躯体被破坏而陷入狂乱，在导师与妮蔻拉丝将其安抚下之后，又帮助她将娃娃修复并将灵魂重新封存于娃娃躯体内。虽然过程中发生了茉门魔力不足的状况，但是最终成功完成。\n\n夜莺森林的异变停止，茉门也不再疯狂绝望，一切都回到了正轨。\n\n然而在离开之际，导师注意到了洁恩的面容上浮现出了诡异的笑容。",
   [9971] = "夏伦重伤于河岸边，险死逃生的她曾经经历一场恶战，那是一支来组成混杂的队伍，既有敌人，也有曾经的友军。\n\n如今，夏伦濒死，但希望并未断绝，一个神秘的身影出现在她面前，令其伤势痊愈的同时，更获得了新的力量。",
   [9972] = "雄伟的王城，却弥漫着异样的气息，黑暗中的幽影，神秘的少女竟是王室旁系。\n\n夏伦归来发现王城内早已充满异常，护卫军擅自行动，更有魔物涌现，大肆骚扰。两位少女因相近的目的而达成共识，暂且共同行动。",
