id,中配,日配
1677,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1678,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1679,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1680,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1681,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1682,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1683,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1684,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1685,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1686,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1687,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1688,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1689,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1690,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1691,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1692,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1693,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1694,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1695,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1696,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1697,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1698,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1699,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1700,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1701,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1702,event:/FightEffect/EnemyHitSound/behit-crystal,event:/FightEffect/EnemyHitSound/behit-crystal
1703,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1704,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1705,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1706,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1707,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1708,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1709,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1710,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1711,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1712,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1713,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1714,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1715,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1716,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1717,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1718,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1720,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1721,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1722,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1723,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1724,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1725,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1726,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1727,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1728,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1729,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1730,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1731,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1732,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1733,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1734,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1735,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1737,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1739,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1740,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1742,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1743,event:/FightEffect/EnemyHitSound/behit-bone,event:/FightEffect/EnemyHitSound/behit-bone
1744,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1745,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1746,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1747,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1748,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1749,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1750,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1751,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1752,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1753,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1754,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1755,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1756,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1757,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1758,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1759,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1760,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1761,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1762,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1763,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1764,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1765,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1766,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1767,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1768,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1769,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1770,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1771,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1772,event:/FightEffect/EnemyHitSound/behit-crystal,event:/FightEffect/EnemyHitSound/behit-crystal
1773,event:/FightEffect/EnemyHitSound/behit-crystal,event:/FightEffect/EnemyHitSound/behit-crystal
1774,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1775,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1776,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1777,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1778,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1779,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1780,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1781,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1782,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1783,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1784,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1785,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1786,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1787,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1788,event:/FightEffect/EnemyHitSound/behit-crystal,event:/FightEffect/EnemyHitSound/behit-crystal
1789,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1790,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1791,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1792,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1793,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1794,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1795,event:/FightEffect/EnemyHitSound/behit-rock-fire,event:/FightEffect/EnemyHitSound/behit-rock-fire
1796,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1797,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1798,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1799,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1800,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1801,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1802,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1803,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1804,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1805,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1806,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1807,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1808,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1809,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1810,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1811,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1812,event:/FightEffect/EnemyHitSound/behit-rock-fire,event:/FightEffect/EnemyHitSound/behit-rock-fire
1813,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1814,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1815,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1816,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1817,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1818,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1819,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1820,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1821,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1822,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1823,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1824,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1825,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1826,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1827,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1828,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1829,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1830,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1831,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1832,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1833,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1834,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1835,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1836,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1837,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1838,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1839,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1840,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1841,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1842,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1843,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1844,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1845,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1846,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1847,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1848,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1849,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1850,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1851,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1852,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1853,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1854,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1855,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1856,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1857,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1858,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1859,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1860,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1861,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1862,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1863,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1864,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1865,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1866,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1867,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1868,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1869,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1870,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1871,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1872,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1873,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1874,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1875,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1876,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1877,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1878,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1879,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1880,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1881,event:/FightEffect/EnemyHitSound/behit-metal-deep,event:/FightEffect/EnemyHitSound/behit-metal-deep
1882,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1883,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1884,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1885,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1886,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1887,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1888,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1889,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1890,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1891,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1892,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1893,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1894,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1895,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1896,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1897,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1898,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1899,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1900,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1901,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1902,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1903,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1904,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1905,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1906,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1907,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1908,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1909,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1910,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1911,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1912,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1913,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1914,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1915,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1916,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1917,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1918,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1919,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1920,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1921,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1922,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1923,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1924,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1925,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1926,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1927,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1928,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1929,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1930,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1931,event:/FightEffect/EnemyHitSound/behit-metal-deep,event:/FightEffect/EnemyHitSound/behit-metal-deep
1932,event:/FightEffect/EnemyHitSound/behit-metal-deep,event:/FightEffect/EnemyHitSound/behit-metal-deep
1933,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1934,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1935,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1936,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1937,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1938,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1939,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1940,event:/FightEffect/EnemyHitSound/behit-rock-fire,event:/FightEffect/EnemyHitSound/behit-rock-fire
1941,event:/FightEffect/EnemyHitSound/behit-rock-fire,event:/FightEffect/EnemyHitSound/behit-rock-fire
1942,event:/FightEffect/EnemyHitSound/behit-rock,event:/FightEffect/EnemyHitSound/behit-rock
1954,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1955,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1956,event:/FightEffect/EnemyHitSound/behit-crystal,event:/FightEffect/EnemyHitSound/behit-crystal
1957,event:/FightEffect/EnemyHitSound/behit-crystal,event:/FightEffect/EnemyHitSound/behit-crystal
1958,event:/FightEffect/EnemyHitSound/behit-crystal,event:/FightEffect/EnemyHitSound/behit-crystal
