对话ID,回看头像id,名称,表情设置,字出现速度
19460,1000,我,-1,0.01
19470,10030001,希贝尔,1,0.01
19480,-1,-1,-1,0.01
19490,-1,-1,-1,0.01
19500,-1,-1,-1,0.01
19520,10010001,安娜,6,0.01
19530,10010001,安娜,6,0.01
19540,1000,我,-1,0.01
19550,10010001,安娜,6,0.01
19560,1000,我,-1,0.01
19580,1000,我,-1,0.01
19590,10010001,安娜,6,0.01
19600,2000,安利丝,-1,0.01
19610,2000,安利丝,-1,0.01
19620,10010001,安娜,14,0.01
19621,10010001,安娜,14,0.01
19630,2000,安利丝,-1,0.01
19640,1000,我,-1,0.01
19650,10030001,希贝尔,6,0.01
19660,1000,我,-1,0.01
19670,1000,我,-1,0.01
19680,10030001,希贝尔,5,0.01
19690,1000,我,-1,0.01
19700,10030001,希贝尔,6,0.01
19710,1000,我,-1,0.01
19720,10010001,安娜,1,0.01
19730,10010001,安娜,1,0.01
19740,1000,我,-1,0.01
19750,10030001,希贝尔,6,0.01
19760,1000,我,-1,0.01
19770,-1,-1,-1,0.01
19780,2000,安利丝,-1,0.01
19790,10010001,安娜,1,0.01
19800,10010001,安娜,7,0.01
19810,10030001,希贝尔,1,0.01
19811,10010001,安娜,7,0.01
19820,1000,我,-1,0.01
19830,10010001,安娜,6,0.01
19840,-1,-1,-1,0.01
19850,-1,-1,-1,0.01
19860,10030001,希贝尔,6,0.01
19870,1000,我,-1,0.01
19880,10010001,安娜,6,0.01
19890,10010001,安娜,6,0.01
19900,10030001,希贝尔,-1,0.01
19910,1000,我,-1,0.01
19920,10030001,希贝尔,6,0.01
19930,1000,我,-1,0.01
19940,10010001,安娜,6,0.01
19950,10010001,安娜,6,0.01
19960,10030001,希贝尔,4,0.01
19970,10010001,安娜,6,0.01
19980,10030001,希贝尔,6,0.01
19990,-1,-1,-1,0.01
20000,-1,-1,-1,0.01
20010,-1,-1,-1,0.01
20020,-1,-1,-1,0.01
20030,1000,我,-1,0.01
20040,1000,我,-1,0.01
20050,10030001,希贝尔,-1,0.01
20060,1000,我,-1,0.01
20070,1000,我,-1,0.01
20080,1000,我,-1,0.01
20090,1000,我,-1,0.01
20100,10010001,安娜,1,0.01
20110,110,？？？,-1,0.01
20120,10010001,安娜,6,0.01
20130,110,？？？,-1,0.01
20140,10010001,安娜,5,0.01
20150,110,？？？,-1,0.01
20160,10010001,安娜,6,0.01
20170,110,？？？,-1,0.01
20180,10010001,安娜,8,0.01
20190,-1,-1,-1,0.01
20200,-1,-1,-1,0.01
20210,-1,-1,-1,0.01
20220,10010001,安娜,6,0.01
20230,10101011,眼魔,-1,0.01
20240,10101011,眼魔,-1,0.01
20250,10010001,安娜,6,0.01
20260,10101011,眼魔,-1,0.01
20270,10101011,眼魔,-1,0.01
20280,1000,我,-1,0.01
20290,-1,-1,-1,0.01
20300,10030001,希贝尔,-1,0.01
20310,10010001,安娜,6,0.01
20320,10030001,希贝尔,-1,0.01
20330,10101011,眼魔·纳扎尔,-1,0.01
20340,10010001,安娜,5,0.01
20350,10101011,眼魔·纳扎尔,-1,0.01
20360,1000,我,-1,0.01
20370,10030001,希贝尔,-1,0.01
20380,10030001,希贝尔,2,0.01
20390,-1,-1,-1,0.01
20400,1000,我,-1,0.01
20410,10030001,希贝尔,2,0.01
20420,10101011,眼魔·纳扎尔,-1,0.01
20430,10010001,安娜,8,0.01
20440,10101011,眼魔·纳扎尔,-1,0.01
20450,10030001,希贝尔,6,0.01
20460,1000,我,-1,0.01
20470,10101011,眼魔·纳扎尔,-1,0.01
20480,-1,-1,-1,0.01
20490,10101011,眼魔·纳扎尔,-1,0.01
20500,10101011,眼魔·纳扎尔,-1,0.01
20510,1000,我,-1,0.01
20520,10010001,安娜,14,0.01
20530,1000,我,-1,0.01
20540,10010001,安娜,6,0.01
20550,-1,-1,-1,0.01
20560,-1,-1,-1,0.01
20570,1000,我,-1,0.01
20580,-1,-1,-1,0.01
20590,10010001,安娜,6,0.01
20610,-1,-1,-1,0.01
20620,2000,安利丝,-1,0.01
20630,10010001,安娜,1,0.01
20640,2000,安利丝,-1,0.01
20650,10010001,安娜,7,0.01
20660,-1,-1,-1,0.01
20670,-1,-1,-1,0.01
20680,-1,-1,-1,0.01
20700,110,？？？,-1,0.01
20710,1000,我,-1,0.01
20720,-1,-1,-1,0.01
20730,-1,-1,-1,0.01
20740,-1,-1,-1,0.01
20750,1000,我,-1,0.01
20760,-1,-1,-1,0.01
20770,110,？？？,-1,0.01
20780,1000,我,-1,0.01
20790,-1,-1,-1,0.01
20800,1000,我,-1,0.01
20810,110,？？？,-1,0.01
20820,1000,我,-1,0.01
20830,110,？？？,-1,0.01
20840,10101011,眼魔·纳扎尔,-1,0.01
20850,110,？？？,-1,0.01
20860,10030001,希贝尔,-1,0.01
20870,110,？？？,-1,0.01
20880,10030001,希贝尔,6,0.01
20890,110,？？？,-1,0.01
20900,-1,-1,-1,0.01
20910,-1,-1,-1,0.01
20920,-1,-1,-1,0.01
20930,-1,-1,-1,0.01
20940,10080001,丽莎,-1,0.01
20950,10010001,安娜,6,0.01
20960,10080001,丽莎,-1,0.01
20970,10030001,希贝尔,6,0.01
20980,10080001,丽莎,-1,0.01
20990,10080001,丽莎,-1,0.01
21000,10080001,丽莎,-1,0.01
21010,1000,我,-1,0.01
21020,10080001,丽莎,-1,0.01
21030,1000,我,-1,0.01
21040,10080001,丽莎,-1,0.01
21050,1000,我,-1,0.01
21060,10080001,丽莎,-1,0.01
21070,10080001,丽莎,-1,0.01
21080,10030001,希贝尔,2,0.01
21090,10080001,丽莎,-1,0.01
21100,10030001,希贝尔,6,0.01
21110,10080001,丽莎,-1,0.01
21120,10010001,安娜,6,0.01
21130,10080001,丽莎,-1,0.01
21140,10010001,安娜,14,0.01
21150,10080001,丽莎,4,0.01
21160,10010001,安娜,5,0.01
21170,10080001,丽莎,-1,0.01
21180,10010001,安娜,14,0.01
21190,-1,-1,-1,0.01
21200,1000,我,-1,0.01
21210,-1,-1,-1,0.01
21220,1000,我,-1,0.01
21230,10080001,丽莎,-1,0.01
21240,10080001,丽莎,-1,0.01
21250,1000,我,-1,0.01
21260,10080001,丽莎,-1,0.01
21270,10010001,安娜,14,0.01
21280,-1,-1,-1,0.01
21290,10010001,安娜,5,0.01
21300,2000,安利丝,-1,0.01
21310,-1,-1,-1,0.01
21320,10030001,希贝尔,6,0.01
21330,-1,-1,-1,0.01
21350,10101011,眼魔·纳扎尔,-1,0.01
21360,1000,我,-1,0.01
21370,1000,我,-1,0.01
21410,10080001,丽莎,-1,0.01
21420,-1,-1,-1,0.01
21430,10080001,丽莎,-1,0.01
21440,10080001,丽莎,-1,0.01
21450,10101011,眼魔·纳扎尔,-1,0.01
21480,1000,我,-1,0.01
21490,10080001,丽莎,-1,0.01
21500,1000,我,-1,0.01
21510,1000,我,-1,0.01
21520,10080001,丽莎,-1,0.01
21530,10080001,丽莎,-1,0.01
21540,1000,我,-1,0.01
21550,10080001,丽莎,-1,0.01
21560,10080001,丽莎,-1,0.01
21570,10080001,丽莎,-1,0.01
21580,10080001,丽莎,-1,0.01
21590,10080001,丽莎,-1,0.01
21600,1000,我,-1,0.01
21610,10080001,丽莎,-1,0.01
21620,1000,我,-1,0.01
21630,1000,我,-1,0.01
21640,10080001,丽莎,-1,0.01
21650,1000,我,-1,0.01
21660,10080001,丽莎,-1,0.01
21670,1000,我,-1,0.01
21680,-1,-1,-1,0.01
21690,10080001,丽莎,-1,0.01
21700,1000,我,-1,0.01
21710,-1,-1,-1,0.01
21720,10101011,眼魔·纳扎尔,-1,0.01
21730,10080001,丽莎,-1,0.01
21740,10101011,眼魔·纳扎尔,-1,0.01
21750,10080001,丽莎,-1,0.01
21760,10101011,眼魔·纳扎尔,-1,0.01
21770,-1,-1,-1,0.01
21780,1000,我,-1,0.01
21790,1000,我,-1,0.01
21800,-1,-1,-1,0.01
21810,10080001,丽莎,-1,0.01
21820,1000,我,-1,0.01
21830,10080001,丽莎,-1,0.01
21840,1000,我,-1,0.01
21850,-1,-1,-1,0.01
21860,10080001,丽莎,-1,0.01
21870,1000,我,-1,0.01
21880,-1,-1,-1,0.01
21890,-1,-1,-1,0.01
21900,-1,-1,-1,0.01
21910,-1,-1,-1,0.01
21920,-1,-1,-1,0.01
21930,-1,-1,-1,0.01
21940,-1,-1,-1,0.01
21950,-1,-1,-1,0.01
21951,-1,-1,-1,0.01
21960,-1,-1,-1,0.01
21970,10030001,希贝尔,2,0.01
21980,-1,-1,-1,0.01
21990,-1,-1,-1,0.01
22000,10030001,希贝尔,6,0.01
22010,10010001,安娜,6,0.01
22020,10010001,安娜,6,0.01
22030,2000,安利丝,-1,0.01
22031,2000,安利丝,-1,0.01
22040,10030001,希贝尔,6,0.01
22050,1000,我,-1,0.01
22060,1000,我,-1,0.01
22070,1000,我,-1,0.01
22080,10030001,希贝尔,5,0.01
22090,1000,我,-1,0.01
22110,1000,我,-1,0.01
22120,1000,我,-1,0.01
22121,1000,我,-1,0.01
22122,1000,我,-1,0.01
22123,1000,我,-1,0.01
22124,1000,我,-1,0.01
22125,1000,我,-1,0.01
22140,10030001,希贝尔,4,0.01
22150,1000,我,-1,0.01
22151,1000,我,-1,0.01
22160,10010001,安娜,6,0.01
22170,2000,安利丝,-1,0.01
22171,10010001,安娜,15,0.01
22180,-1,-1,-1,0.01
22190,1000,我,-1,0.01
22200,10010001,安娜,6,0.01
22210,1000,我,-1,0.01
22220,10030001,希贝尔,4,0.01
22230,1000,我,-1,0.01
22240,10010001,安娜,6,0.01
22260,-1,-1,-1,0.01
22270,-1,-1,-1,0.01
22280,10010001,安娜,15,0.01
22290,10030001,希贝尔,-1,0.01
22291,10030001,希贝尔,1,0.01
22300,2000,安利丝,-1,0.01
22310,10010001,安娜,14,0.01
22320,1000,我,-1,0.01
22330,10010001,安娜,6,0.01
22340,10030001,希贝尔,4,0.01
22350,10030001,希贝尔,4,0.01
22360,10010001,安娜,6,0.01
22370,10030001,希贝尔,-1,0.01
22400,1000,我,-1,0.01
22401,10030001,希贝尔,4,0.01
22410,1000,我,-1,0.01
22420,10010001,安娜,6,0.01
22430,10010001,安娜,8,0.01
22440,1000,我,-1,0.01
22450,10010001,安娜,6,0.01
22460,10010001,安娜,1,0.01
22490,1000,我,-1,0.01
22520,10010001,安娜,7,0.01
22530,1000,我,-1,0.01
22540,-1,-1,-1,0.01
22550,10030001,希贝尔,5,0.01
22560,10010001,安娜,6,0.01
22570,10030001,希贝尔,5,0.01
22580,1000,我,-1,0.01
22590,-1,-1,-1,0.01
22600,10010001,安娜,6,0.01
22610,1000,我,-1,0.01
22620,1000,我,-1,0.01
22630,10030001,希贝尔,1,0.01
22640,10010001,安娜,7,0.01
22650,-1,-1,-1,0.01
22660,10010001,安娜,1,0.01
22670,1000,我,-1,0.01
22680,1000,我,-1,0.01
22690,2000,安利丝,-1,0.01
22700,10010001,安娜,7,0.01
22710,2000,安利丝,-1,0.01
22720,10010001,安娜,14,0.01
22730,10030001,希贝尔,2,0.01
22740,10010001,安娜,15,0.01
22750,-1,-1,-1,0.01
22760,-1,-1,-1,0.01
22770,1000,我,-1,0.01
22790,10030001,希贝尔,6,0.01
22800,1000,我,-1,0.01
22810,1000,我,-1,0.01
22820,1000,我,-1,0.01
22830,10010001,安娜,7,0.01
22840,1000,我,-1,0.01
22850,10030001,希贝尔,-1,0.01
22860,1000,我,-1,0.01
22870,-1,-1,-1,0.01
22880,1000,我,-1,0.01
22890,1000,我,-1,0.01
22900,10010001,安娜,6,0.01
22910,2000,安利丝,-1,0.01
22920,10010001,安娜,1,0.01
22930,1000,我,-1,0.01
22940,1000,我,-1,0.01
22960,10030001,希贝尔,2,0.01
23030,10030001,希贝尔,4,0.01
23040,10010001,安娜,6,0.01
23050,2000,安利丝,-1,0.01
23060,10010001,安娜,14,0.01
23061,10030001,希贝尔,2,0.01
23070,10030001,希贝尔,4,0.01
23090,10030001,希贝尔,4,0.01
23100,10010001,安娜,6,0.01
23110,1000,我,-1,0.01
23120,10010001,安娜,7,0.01
23130,10030001,希贝尔,4,0.01
23140,10030001,希贝尔,4,0.01
23150,10010001,安娜,6,0.01
23160,1000,我,-1,0.01
23170,10010001,安娜,6,0.01
23180,1000,我,-1,0.01
23190,10030001,希贝尔,-1,0.01
23200,10030001,希贝尔,4,0.01
23210,10030001,希贝尔,4,0.01
23220,10030001,希贝尔,4,0.01
23230,10010001,安娜,6,0.01
23240,10030001,希贝尔,4,0.01
23250,10030001,希贝尔,4,0.01
23260,1000,我,-1,0.01
23270,1000,我,-1,0.01
23280,10030001,希贝尔,9,0.01
23290,-1,-1,-1,0.01
23291,10010001,安娜,8,0.01
23292,10030001,希贝尔,2,0.01
23293,10010001,安娜,7,0.01
23294,2000,安利丝,-1,0.01
23300,10010001,安娜,6,0.01
23310,10010001,安娜,8,0.01
23320,1000,我,-1,0.01
23340,-1,-1,-1,0.01
23350,1000,我,-1,0.01
23360,-1,-1,-1,0.01
23370,1000,我,-1,0.01
23380,2000,安利丝,-1,0.01
23390,2000,安利丝,-1,0.01
23400,10010001,安娜,14,0.01
23410,10030001,希贝尔,1,0.01
23420,10030001,希贝尔,1,0.01
23421,2000,安利丝,-1,0.01
23422,10010001,安娜,14,0.01
23430,1000,我,-1,0.01
23440,10010001,安娜,6,0.01
23450,2000,安利丝,-1,0.01
23460,10010001,安娜,14,0.01
23470,2000,安利丝,-1,0.01
23480,2000,安利丝,-1,0.01
23490,1000,我,-1,0.01
23500,2000,安利丝,-1,0.01
23510,10010001,安娜,7,0.01
23520,1000,我,-1,0.01
23530,-1,-1,-1,0.01
23540,10030001,希贝尔,6,0.01
23550,10010001,安娜,6,0.01
23560,2000,安利丝,-1,0.01
23570,10100018,初阶神使,-1,0.01
23580,10030001,希贝尔,5,0.01
23590,10010001,安娜,14,0.01
23600,10100018,初阶神使,-1,0.01
23610,10010001,安娜,14,0.01
23620,10010001,安娜,8,0.01
23621,10100018,初阶神使,-1,0.01
23622,10010001,安娜,1,0.01
23630,10100018,初阶神使,-1,0.01
23640,10010001,安娜,5,0.01
23650,10030001,希贝尔,4,0.01
23660,10010001,安娜,6,0.01
23670,2000,安利丝,-1,0.01
23680,2000,安利丝,-1,0.01
23690,10010001,安娜,6,0.01
23700,10030001,希贝尔,6,0.01
23720,10010001,安娜,6,0.01
23730,10030001,希贝尔,5,0.01
23740,-1,-1,-1,0.01
23750,2000,安利丝,-1,0.01
23760,1000,我,-1,0.01
23770,10100018,初阶神使,-1,0.01
23780,10030001,希贝尔,5,0.01
23790,-1,-1,-1,0.01
23800,10010001,安娜,6,0.01
23810,10030001,希贝尔,2,0.01
23820,2000,安利丝,-1,0.01
23830,10010001,安娜,6,0.01
23840,1000,我,-1,0.01
23850,1000,我,-1,0.01
23860,1000,我,-1,0.01
23870,10010001,安娜,1,0.01
23880,10030001,希贝尔,4,0.01
23890,10010001,安娜,6,0.01
23900,1000,我,-1,0.01
23910,10030001,希贝尔,4,0.01
23920,1000,我,-1,0.01
23930,-1,-1,-1,0.01
23940,10010001,安娜,14,0.01
23950,10010001,安娜,3,0.01
24000,2000,安利丝,-1,0.01
24010,2000,安利丝,-1,0.01
24020,10010001,安娜,15,0.01
24030,2000,安利丝,-1,0.01
24040,10010001,安娜,14,0.01
24041,10030001,希贝尔,2,0.01
24050,2000,安利丝,-1,0.01
24060,10010001,安娜,14,0.01
24070,2000,安利丝,-1,0.01
24100,1000,我,-1,0.01
24110,2000,安利丝,-1,0.01
24120,1000,我,-1,0.01
24130,10010001,安娜,7,0.01
24140,-1,-1,-1,0.01
24150,10010001,安娜,7,0.01
24160,10010001,安娜,7,0.01
24170,2000,安利丝,-1,0.01
24180,1000,我,-1,0.01
24190,-1,-1,-1,0.01
24200,1000,我,-1,0.01
24210,2000,安利丝,-1,0.01
24220,10010001,安娜,8,0.01
24230,2000,安利丝,-1,0.01
24240,-1,-1,-1,0.01
24250,10030001,希贝尔,4,0.01
24260,1000,我,-1,0.01
24270,10030001,希贝尔,6,0.01
24280,1000,我,-1,0.01
24290,10030001,希贝尔,6,0.01
24310,1000,我,-1,0.01
24320,10030001,希贝尔,6,0.01
24330,1000,我,-1,0.01
24340,2000,安利丝,-1,0.01
24350,10010001,安娜,14,0.01
24360,2000,安利丝,-1,0.01
24370,1000,我,-1,0.01
24380,2000,安利丝,-1,0.01
24390,10010001,安娜,6,0.01
24400,10030001,希贝尔,2,0.01
24410,10010001,安娜,14,0.01
24420,10030001,希贝尔,2,0.01
24430,10030001,希贝尔,-1,0.01
24440,-1,-1,-1,0.01
24450,-1,-1,-1,0.01
24460,10101008,基露卜·狮,-1,0.01
24470,1000,我,-1,0.01
24480,10101008,基露卜·雷欧尼斯,-1,0.01
24490,1000,我,-1,0.01
24500,10101008,基露卜·雷欧尼斯,-1,0.01
24510,10101008,基露卜·雷欧尼斯,-1,0.01
24520,1000,我,-1,0.01
24530,10101008,基露卜·雷欧尼斯,-1,0.01
24540,10030001,希贝尔,5,0.01
24550,10101008,基露卜·雷欧尼斯,-1,0.01
24551,10101008,基露卜·雷欧尼斯,-1,0.01
24560,10030001,希贝尔,5,0.01
24570,10101008,基露卜·雷欧尼斯,-1,0.01
24580,10030001,希贝尔,5,0.01
24590,10101008,基露卜·雷欧尼斯,-1,0.01
24600,10010001,安娜,6,0.01
24610,10010001,安娜,6,0.01
24630,2000,安利丝,-1,0.01
24631,2000,安利丝,-1,0.01
24640,10010001,安娜,6,0.01
24650,2000,安利丝,-1,0.01
24651,2000,安利丝,-1,0.01
24660,10010001,安娜,6,0.01
24670,2000,安利丝,-1,0.01
24680,10010001,安娜,15,0.01
24690,10010001,安娜,8,0.01
24710,2000,安利丝,-1,0.01
24720,2000,安利丝,-1,0.01
24730,10010001,安娜,8,0.01
24731,1000,我,-1,0.01
24740,10101008,基露卜·雷欧尼斯,-1,0.01
24750,10010001,安娜,6,0.01
24760,2000,安利丝,-1,0.01
24770,10101008,基露卜·雷欧尼斯,-1,0.01
24780,10010001,安娜,6,0.01
24790,2000,安利丝,-1,0.01
24800,10101008,基露卜·雷欧尼斯,-1,0.01
24810,10101008,基露卜·雷欧尼斯,-1,0.01
24820,10101008,基露卜·雷欧尼斯,-1,0.01
24830,10010001,安娜,8,0.01
24840,1000,我,-1,0.01
24850,10010001,安娜,8,0.01
24860,-1,-1,-1,0.01
24870,10101008,基露卜·雷欧尼斯,-1,0.01
24880,10010001,安娜,14,0.01
24890,10101008,基露卜·雷欧尼斯,-1,0.01
24900,10010001,安娜,5,0.01
24910,10010001,安娜,5,0.01
24920,10101008,基露卜·雷欧尼斯,-1,0.01
24930,10030001,希贝尔,4,0.01
24940,1000,我,-1,0.01
24950,10101008,基露卜·雷欧尼斯,-1,0.01
24960,10101008,基露卜·雷欧尼斯,-1,0.01
24970,1000,我,-1,0.01
24971,1000,我,-1,0.01
24980,10010001,安娜,6,0.01
24990,10101008,基露卜·雷欧尼斯,-1,0.01
25000,10010001,安娜,15,0.01
25010,10030001,希贝尔,-1,0.01
25020,10010001,安娜,6,0.01
25030,10101008,基露卜·雷欧尼斯,-1,0.01
25040,10101008,基露卜·雷欧尼斯,-1,0.01
25050,10010001,安娜,6,0.01
25060,10030001,希贝尔,1,0.01
25070,1000,我,-1,0.01
25080,-1,-1,-1,0.01
25090,10101008,基露卜·雷欧尼斯,-1,0.01
25100,10010001,安娜,8,0.01
25110,1000,我,-1,0.01
25111,10101008,基露卜·雷欧尼斯,-1,0.01
25120,1000,我,-1,0.01
25130,10101008,基露卜·雷欧尼斯,-1,0.01
25131,1000,我,-1,0.01
25132,10101008,基露卜·雷欧尼斯,-1,0.01
25133,10101008,基露卜·雷欧尼斯,-1,0.01
25134,1000,我,-1,0.01
25135,10101008,基露卜·雷欧尼斯,-1,0.01
25140,10010001,安娜,1,0.01
25150,10101008,基露卜·雷欧尼斯,-1,0.01
25160,10101008,基露卜·雷欧尼斯,-1,0.01
25180,10010001,安娜,7,0.01
25190,10101008,基露卜·雷欧尼斯,-1,0.01
25200,-1,-1,-1,0.01
25201,10010001,安娜,6,0.01
25202,2000,安利丝,-1,0.01
25203,2000,安利丝,-1,0.01
25204,-1,-1,-1,0.01
25210,10010001,安娜,14,0.01
25220,10010001,安娜,15,0.01
25230,10030001,希贝尔,2,0.01
25240,10010001,安娜,6,0.01
25250,1000,我,-1,0.01
25260,10030001,希贝尔,-1,0.01
25270,1000,我,-1,0.01
25280,1000,我,-1,0.01
25290,10030001,希贝尔,6,0.01
25300,1000,我,-1,0.01
25310,10030001,希贝尔,6,0.01
25320,1000,我,-1,0.01
25330,10030001,希贝尔,6,0.01
25340,1000,我,-1,0.01
25350,1000,我,-1,0.01
25351,1000,我,-1,0.01
25360,10030001,希贝尔,2,0.01
25361,10030001,希贝尔,2,0.01
25370,1000,我,-1,0.01
25380,1000,我,-1,0.01
25390,10010001,安娜,14,0.01
25400,1000,我,-1,0.01
25410,10010001,安娜,14,0.01
25411,10030001,希贝尔,-1,0.01
25412,10010001,安娜,6,0.01
25420,1000,我,-1,0.01
25430,-1,-1,-1,0.01
25440,1000,我,-1,0.01
25450,1000,我,-1,0.01
25460,10010001,安娜,6,0.01
25461,10010001,安娜,6,0.01
25462,2000,安利丝,-1,0.01
25463,10010001,安娜,5,0.01
25470,-1,-1,-1,0.01
25480,1000,我,-1,0.01
25490,10030001,希贝尔,2,0.01
25491,10010001,安娜,6,0.01
25492,2000,安利丝,-1,0.01
25493,10010001,安娜,6,0.01
25494,10030001,希贝尔,4,0.01
25500,10030001,希贝尔,5,0.01
25501,10010001,安娜,6,0.01
25502,10030001,希贝尔,5,0.01
25503,1000,我,-1,0.01
25510,10010001,安娜,1,0.01
25520,2000,安利丝,-1,0.01
25521,2000,安利丝,-1,0.01
25530,10010001,安娜,14,0.01
25540,2000,安利丝,-1,0.01
25550,10010001,安娜,14,0.01
25560,2000,安利丝,-1,0.01
25570,1000,我,-1,0.01
25580,10030001,希贝尔,6,0.01
25590,1000,我,-1,0.01
25600,10010001,安娜,5,0.01
25610,10030001,希贝尔,5,0.01
25620,1000,我,-1,0.01
25630,1000,我,-1,0.01
25640,10030001,希贝尔,6,0.01
25650,10010001,安娜,6,0.01
25660,-1,-1,-1,0.01
25670,10030001,希贝尔,6,0.01
25680,10010001,安娜,6,0.01
25690,1000,我,-1,0.01
25700,10030001,希贝尔,6,0.01
25710,1000,我,-1,0.01
25720,10030001,希贝尔,6,0.01
25730,1000,我,-1,0.01
25740,10010001,安娜,5,0.01
25750,2000,安利丝,-1,0.01
25760,10030001,希贝尔,4,0.01
25770,-1,-1,-1,0.01
25780,10010001,安娜,7,0.01
25790,10030001,希贝尔,1,0.01
25800,1000,我,-1,0.01
25810,10010001,安娜,6,0.01
25820,10010001,安娜,6,0.01
25830,-1,-1,-1,0.01
25840,1000,我,-1,0.01
25850,1000,我,-1,0.01
25860,10010001,安娜,7,0.01
25861,10010001,安娜,7,0.01
25870,1000,我,-1,0.01
25880,10030001,希贝尔,2,0.01
25960,10030001,希贝尔,4,0.01
25890,-1,-1,-1,0.01
25900,1000,我,-1,0.01
25910,10010001,安娜,6,0.01
25920,10030001,希贝尔,4,0.01
25930,10010001,安娜,7,0.01
25931,1000,我,-1,0.01
25932,1000,我,-1,0.01
25940,-1,-1,-1,0.01
25950,1000,我,-1,0.01
25970,1000,我,-1,0.01
25990,1000,我,-1,0.01
26000,10010001,安娜,1,0.01
26010,10030001,希贝尔,4,0.01
26020,2000,安利丝,-1,0.01
26030,1000,我,-1,0.01
26040,10030001,希贝尔,4,0.01
26050,1000,我,-1,0.01
26060,-1,-1,-1,0.01
26070,-1,-1,-1,0.01
26080,-1,-1,-1,0.01
26090,10010001,安娜,6,0.01
26100,2000,安利丝,-1,0.01
26110,10010001,安娜,14,0.01
26120,10030001,希贝尔,-1,0.01
26130,2000,安利丝,-1,0.01
26140,10010001,安娜,14,0.01
26150,2000,安利丝,-1,0.01
26160,1000,我,-1,0.01
26170,2000,安利丝,-1,0.01
26180,1000,我,-1,0.01
26190,1000,我,-1,0.01
26200,10010001,安娜,8,0.01
26210,10030001,希贝尔,2,0.01
26220,1000,我,-1,0.01
26221,1000,我,-1,0.01
26230,2000,安利丝,-1,0.01
26240,1000,我,-1,0.01
26250,10101012,四翼神使,-1,0.01
26260,10010001,安娜,6,0.01
26270,2000,安利丝,-1,0.01
26280,10030001,希贝尔,5,0.01
26290,10101012,执行者·利卫,-1,0.01
26300,10010001,安娜,6,0.01
26310,10101012,执行者·利卫,-1,0.01
26320,10010001,安娜,6,0.01
26330,2000,安利丝,-1,0.01
26340,10010001,安娜,14,0.01
26350,2000,安利丝,-1,0.01
26360,10010001,安娜,14,0.01
26370,1000,我,-1,0.01
26380,-1,-1,-1,0.01
26390,10101012,执行者·利卫,-1,0.01
26400,10010001,安娜,5,0.01
26410,-1,-1,-1,0.01
26411,1000,我,-1,0.01
26420,1000,我,-1,0.01
26430,-1,-1,-1,0.01
26440,1000,我,-1,0.01
26441,1000,我,-1,0.01
26450,10101012,执行者·利卫,-1,0.01
26451,1000,我,-1,0.01
26460,10101012,执行者·利卫,-1,0.01
26461,10101012,执行者·利卫,-1,0.01
26470,10030001,希贝尔,5,0.01
26480,10101012,执行者·利卫,-1,0.01
26490,1000,我,-1,0.01
26500,10030001,希贝尔,6,0.01
26510,1000,我,-1,0.01
26511,10030001,希贝尔,4,0.01
26520,10101012,执行者·利卫,-1,0.01
26540,1000,我,-1,0.01
26550,10101012,执行者·利卫,-1,0.01
26560,1000,我,-1,0.01
26570,10101012,执行者·利卫,-1,0.01
26580,1000,我,-1,0.01
26590,1000,我,-1,0.01
26600,10101012,执行者·利卫,-1,0.01
26610,1000,我,-1,0.01
26620,10101012,执行者·利卫,-1,0.01
26630,10010001,安娜,8,0.01
26640,10101012,执行者·利卫,-1,0.01
26650,1000,我,-1,0.01
26660,10101012,执行者·利卫,-1,0.01
26670,10030001,希贝尔,5,0.01
26680,10101012,执行者·利卫,-1,0.01
26690,10030001,希贝尔,5,0.01
26700,10101012,执行者·利卫,-1,0.01
26710,10030001,希贝尔,5,0.01
26720,10101012,执行者·利卫,-1,0.01
26730,10030001,希贝尔,5,0.01
26740,10101012,执行者·利卫,-1,0.01
26750,1000,我,-1,0.01
26760,10101012,执行者·利卫,-1,0.01
26780,10440001,雅努西娅,-1,0.01
26790,10010001,安娜,6,0.01
26800,10030001,希贝尔,6,0.01
26810,10440001,雅努西娅,11,0.01
26830,10010001,安娜,5,0.01
26850,10101012,执行者·利卫,-1,0.01
26860,10030001,希贝尔,5,0.01
26870,10101012,执行者·利卫,-1,0.01
26880,10030001,希贝尔,5,0.01
26890,10101012,执行者·利卫,-1,0.01
26900,10010001,安娜,5,0.01
26910,10101012,执行者·利卫,-1,0.01
26920,-1,-1,-1,0.01
26930,10010001,安娜,5,0.01
26940,-1,-1,-1,0.01
26950,10101012,执行者·利卫,-1,0.01
26960,10101012,执行者·利卫,-1,0.01
26970,-1,-1,-1,0.01
26980,10030001,希贝尔,5,0.01
26990,1000,我,-1,0.01
27000,10030001,希贝尔,5,0.01
27010,2000,安利丝,-1,0.01
27020,10010001,安娜,6,0.01
27030,-1,-1,-1,0.01
27040,-1,-1,-1,0.01
27050,10030001,希贝尔,-1,0.01
27060,1000,我,-1,0.01
27070,10010001,安娜,6,0.01
27080,10030001,希贝尔,-1,0.01
27090,10010001,安娜,6,0.01
27100,10030001,希贝尔,4,0.01
27120,1000,我,-1,0.01
27130,10010001,安娜,6,0.01
27140,1000,我,-1,0.01
27150,10010001,安娜,6,0.01
27160,1000,我,-1,0.01
27170,1000,我,-1,0.01
27190,10030001,希贝尔,-1,0.01
27200,10010001,安娜,6,0.01
27210,1000,我,-1,0.01
