ID,被动类型,属性BUFF（类型1生效）,额外伤害（类型12生效）,免伤护盾BUFF（类型11生效）,最终伤害提升（类型10生效）,属性转换（类型8生效）,免死BUFF（类型2生效）,无敌BUFF（类型3生效）,回血（类型4生效）,回血（类型9生效）,BOSS击杀时间增加（类型5有效）,刷新球（类型6有效）,神火减少消耗（类型7有效）,被动技能描述,星级,品质,Debuff（类型13）,魔女技能增强（类型14）,防御特殊增幅（类型15）,暴击特殊增幅（类型16）,是否效果唯一
4120301,1,21&1&1.5&30&10&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360683,-1,-1,-1,-1,-1,-1,-1
4130301,4,-1,-1,-1,-1,-1,-1,-1,1&30&1&1&3&100,-1,-1,-1,-1,10360684,-1,-1,-1,-1,-1,-1,-1
4140301,11,-1,-1,2&100&1&12,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360685,-1,-1,-1,-1,-1,-1,1
4150301,1,2&1&35&999999999&1&3&1#3&1&30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360686,-1,-1,-1,-1,-1,-1,-1
4160301,10,-1,-1,-1,1&50&1&70,-1,-1,-1,-1,-1,-1,-1,-1,10360687,-1,-1,-1,-1,-1,-1,-1
4170301,1,15&2&30&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360688,-1,-1,-1,-1,-1,-1,-1
4180301,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,10360689,-1,-1,-1,-1,-1,-1,-1
4190301,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360690,-1,-1,-1,-1,2|2000|1500,-1,-1
666001,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666001,-1,-1,-1,-1,-1,-1,-1
666002,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666002,-1,-1,-1,-1,-1,-1,-1
666003,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666003,-1,-1,-1,-1,-1,-1,-1
666004,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666004,-1,-1,-1,-1,-1,-1,-1
666005,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666005,-1,-1,-1,-1,-1,-1,-1
666006,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666006,-1,-1,-1,-1,-1,-1,-1
666007,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666007,-1,-1,-1,-1,-1,-1,-1
666008,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666008,-1,-1,-1,-1,-1,-1,-1
666009,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666009,-1,-1,-1,-1,-1,-1,-1
666010,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666010,-1,-1,-1,-1,-1,-1,-1
666011,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666011,-1,-1,-1,-1,-1,-1,-1
666012,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666012,-1,-1,-1,-1,-1,-1,-1
666013,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666013,-1,-1,-1,-1,-1,-1,-1
666014,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666014,-1,-1,-1,-1,-1,-1,-1
666015,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666015,-1,-1,-1,-1,-1,-1,-1
666016,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666016,-1,-1,-1,-1,-1,-1,-1
666017,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666017,-1,-1,-1,-1,-1,-1,-1
666018,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666018,-1,-1,-1,-1,-1,-1,-1
666019,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666019,-1,-1,-1,-1,-1,-1,-1
666020,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666020,-1,-1,-1,-1,-1,-1,-1
666021,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666021,-1,-1,-1,-1,-1,-1,-1
666022,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666022,-1,-1,-1,-1,-1,-1,-1
666023,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666023,-1,-1,-1,-1,-1,-1,-1
666024,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666024,-1,-1,-1,-1,-1,-1,-1
666025,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666025,-1,-1,-1,-1,-1,-1,-1
666026,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666026,-1,-1,-1,-1,-1,-1,-1
666027,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666026,-1,-1,-1,-1,-1,-1,-1
4500001,1,21&1&5000&999999999&1&1&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361084,-1,-1,-1,-1,-1,-1,-1
50100101,1,20&1&1&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360691,-1,-1,-1,-1,-1,-1,-1
50100102,1,20&1&2&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360692,-1,-1,-1,-1,-1,-1,-1
50100103,1,20&1&3&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360693,-1,-1,-1,-1,-1,-1,-1
50100104,1,20&1&4&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360694,-1,-1,-1,-1,-1,-1,-1
50100105,1,20&1&5&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360695,-1,-1,-1,-1,-1,-1,-1
50100106,1,20&1&6&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360696,-1,-1,-1,-1,-1,-1,-1
50100107,1,20&1&7&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360697,-1,-1,-1,-1,-1,-1,-1
50100108,1,20&1&8&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360698,-1,-1,-1,-1,-1,-1,-1
50100109,1,20&1&9&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360699,-1,-1,-1,-1,-1,-1,-1
50100201,1,15&2&1&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360700,-1,-1,-1,-1,-1,-1,-1
50100202,1,15&2&1.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360701,-1,-1,-1,-1,-1,-1,-1
50100203,1,15&2&2&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360702,-1,-1,-1,-1,-1,-1,-1
50100204,1,15&2&2.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360703,-1,-1,-1,-1,-1,-1,-1
50100205,1,15&2&3&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360704,-1,-1,-1,-1,-1,-1,-1
50100206,1,15&2&3.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360705,-1,-1,-1,-1,-1,-1,-1
50100207,1,15&2&4&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360706,-1,-1,-1,-1,-1,-1,-1
50100208,1,15&2&4.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360707,-1,-1,-1,-1,-1,-1,-1
50100209,1,15&2&5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360708,-1,-1,-1,-1,-1,-1,-1
50100301,1,21&2&50&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360709,-1,-1,-1,-1,-1,-1,-1
50100302,1,21&2&100&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360710,-1,-1,-1,-1,-1,-1,-1
50100303,1,21&2&150&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360711,-1,-1,-1,-1,-1,-1,-1
50100304,1,21&2&200&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360712,-1,-1,-1,-1,-1,-1,-1
50100305,1,21&2&250&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360713,-1,-1,-1,-1,-1,-1,-1
50100306,1,21&2&300&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360714,-1,-1,-1,-1,-1,-1,-1
50100307,1,21&2&350&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360715,-1,-1,-1,-1,-1,-1,-1
50100308,1,21&2&400&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360716,-1,-1,-1,-1,-1,-1,-1
50100309,1,21&2&450&5&1&3&7#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360717,-1,-1,-1,-1,-1,-1,-1
50100401,1,21&2&15&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360718,-1,-1,-1,-1,-1,-1,-1
50100402,1,21&2&30&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360719,-1,-1,-1,-1,-1,-1,-1
50100403,1,21&2&45&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360720,-1,-1,-1,-1,-1,-1,-1
50100404,1,21&2&60&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360721,-1,-1,-1,-1,-1,-1,-1
50100405,1,21&2&75&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360722,-1,-1,-1,-1,-1,-1,-1
50100406,1,21&2&90&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360723,-1,-1,-1,-1,-1,-1,-1
50100407,1,21&2&105&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360724,-1,-1,-1,-1,-1,-1,-1
50100408,1,21&2&120&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360725,-1,-1,-1,-1,-1,-1,-1
50100409,1,21&2&135&999999999&1&3&7#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360726,-1,-1,-1,-1,-1,-1,-1
50100501,1,15&2&1&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360727,-1,-1,-1,-1,-1,-1,-1
50100502,1,15&2&1.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360728,-1,-1,-1,-1,-1,-1,-1
50100503,1,15&2&2&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360729,-1,-1,-1,-1,-1,-1,-1
50100504,1,15&2&2.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360730,-1,-1,-1,-1,-1,-1,-1
50100505,1,15&2&3&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360731,-1,-1,-1,-1,-1,-1,-1
50100506,1,15&2&3.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360732,-1,-1,-1,-1,-1,-1,-1
50100507,1,15&2&4&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360733,-1,-1,-1,-1,-1,-1,-1
50100508,1,15&2&4.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360734,-1,-1,-1,-1,-1,-1,-1
50100509,1,15&2&5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360735,-1,-1,-1,-1,-1,-1,-1
50100601,1,2&2&30&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360736,-1,-1,-1,-1,-1,-1,-1
50100602,1,2&2&55&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360737,-1,-1,-1,-1,-1,-1,-1
50100603,1,2&2&80&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360738,-1,-1,-1,-1,-1,-1,-1
50100604,1,2&2&105&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360739,-1,-1,-1,-1,-1,-1,-1
50100605,1,2&2&130&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360740,-1,-1,-1,-1,-1,-1,-1
50100606,1,2&2&155&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360741,-1,-1,-1,-1,-1,-1,-1
50100607,1,2&2&180&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360742,-1,-1,-1,-1,-1,-1,-1
50100608,1,2&2&205&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360743,-1,-1,-1,-1,-1,-1,-1
50100609,1,2&2&240&5&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360744,-1,-1,-1,-1,-1,-1,-1
50100701,1,20&2&50&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360745,-1,-1,-1,-1,-1,-1,-1
50100702,1,20&2&100&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360746,-1,-1,-1,-1,-1,-1,-1
50100703,1,20&2&150&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360747,-1,-1,-1,-1,-1,-1,-1
50100704,1,20&2&200&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360748,-1,-1,-1,-1,-1,-1,-1
50100705,1,20&2&250&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360749,-1,-1,-1,-1,-1,-1,-1
50100706,1,20&2&300&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360750,-1,-1,-1,-1,-1,-1,-1
50100707,1,20&2&350&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360751,-1,-1,-1,-1,-1,-1,-1
50100708,1,20&2&400&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360752,-1,-1,-1,-1,-1,-1,-1
50100709,1,20&2&450&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360753,-1,-1,-1,-1,-1,-1,-1
50100801,1,1&1&15&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360754,-1,-1,-1,-1,-1,-1,-1
50100802,1,1&1&20&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360755,-1,-1,-1,-1,-1,-1,-1
50100803,1,1&1&25&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360756,-1,-1,-1,-1,-1,-1,-1
50100804,1,1&1&30&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360757,-1,-1,-1,-1,-1,-1,-1
50100805,1,1&1&35&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360758,-1,-1,-1,-1,-1,-1,-1
50100806,1,1&1&40&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360759,-1,-1,-1,-1,-1,-1,-1
50100807,1,1&1&45&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360760,-1,-1,-1,-1,-1,-1,-1
50100808,1,1&1&50&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360761,-1,-1,-1,-1,-1,-1,-1
50100809,1,1&1&55&999999999&1&4&2#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360762,-1,-1,-1,-1,-1,-1,-1
50100901,1,5&1&2&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360763,-1,-1,-1,-1,-1,-1,-1
50100902,1,5&1&4&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360764,-1,-1,-1,-1,-1,-1,-1
50100903,1,5&1&6&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360765,-1,-1,-1,-1,-1,-1,-1
50100904,1,5&1&8&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360766,-1,-1,-1,-1,-1,-1,-1
50100905,1,5&1&10&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360767,-1,-1,-1,-1,-1,-1,-1
50100906,1,5&1&12&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360768,-1,-1,-1,-1,-1,-1,-1
50100907,1,5&1&14&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360769,-1,-1,-1,-1,-1,-1,-1
50100908,1,5&1&16&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360770,-1,-1,-1,-1,-1,-1,-1
50100909,1,5&1&18&999999999&1&4&4#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360771,-1,-1,-1,-1,-1,-1,-1
50101001,1,20&1&1&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360772,-1,-1,-1,-1,-1,-1,-1
50101002,1,20&1&2&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360773,-1,-1,-1,-1,-1,-1,-1
50101003,1,20&1&3&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360774,-1,-1,-1,-1,-1,-1,-1
50101004,1,20&1&4&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360775,-1,-1,-1,-1,-1,-1,-1
50101005,1,20&1&5&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360776,-1,-1,-1,-1,-1,-1,-1
50101006,1,20&1&6&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360777,-1,-1,-1,-1,-1,-1,-1
50101007,1,20&1&7&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360778,-1,-1,-1,-1,-1,-1,-1
50101008,1,20&1&8&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360779,-1,-1,-1,-1,-1,-1,-1
50101009,1,20&1&9&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360780,-1,-1,-1,-1,-1,-1,-1
50101101,1,6&2&0.5&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360781,-1,-1,-1,-1,-1,-1,-1
50101102,1,6&2&1&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360782,-1,-1,-1,-1,-1,-1,-1
50101103,1,6&2&1.5&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360783,-1,-1,-1,-1,-1,-1,-1
50101104,1,6&2&2&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360784,-1,-1,-1,-1,-1,-1,-1
50101105,1,6&2&2.5&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360785,-1,-1,-1,-1,-1,-1,-1
50101106,1,6&2&3&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360786,-1,-1,-1,-1,-1,-1,-1
50101107,1,6&2&3.5&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360787,-1,-1,-1,-1,-1,-1,-1
50101108,1,6&2&4&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360788,-1,-1,-1,-1,-1,-1,-1
50101109,1,6&2&4.5&3&1&3&5#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360789,-1,-1,-1,-1,-1,-1,-1
50101201,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,10360790,-1,-1,-1,-1,-1,-1,-1
50101202,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.015,10360791,-1,-1,-1,-1,-1,-1,-1
50101203,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,10360792,-1,-1,-1,-1,-1,-1,-1
50101204,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.025,10360793,-1,-1,-1,-1,-1,-1,-1
50101205,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,10360794,-1,-1,-1,-1,-1,-1,-1
50101206,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.035,10360795,-1,-1,-1,-1,-1,-1,-1
50101207,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,10360796,-1,-1,-1,-1,-1,-1,-1
50101208,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.045,10360797,-1,-1,-1,-1,-1,-1,-1
50101209,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,10360798,-1,-1,-1,-1,-1,-1,-1
50101301,1,15&2&3&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360799,-1,-1,-1,-1,-1,-1,-1
50101302,1,15&2&3.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360800,-1,-1,-1,-1,-1,-1,-1
50101303,1,15&2&4&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360801,-1,-1,-1,-1,-1,-1,-1
50101304,1,15&2&4.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360802,-1,-1,-1,-1,-1,-1,-1
50101305,1,15&2&5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360803,-1,-1,-1,-1,-1,-1,-1
50101306,1,15&2&5.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360804,-1,-1,-1,-1,-1,-1,-1
50101307,1,15&2&6&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360805,-1,-1,-1,-1,-1,-1,-1
50101308,1,15&2&6.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360806,-1,-1,-1,-1,-1,-1,-1
50101309,1,15&2&7&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360807,-1,-1,-1,-1,-1,-1,-1
50101401,1,2&2&100&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360808,-1,-1,-1,-1,-1,-1,-1
50101402,1,2&2&150&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360809,-1,-1,-1,-1,-1,-1,-1
50101403,1,2&2&200&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360810,-1,-1,-1,-1,-1,-1,-1
50101404,1,2&2&250&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360811,-1,-1,-1,-1,-1,-1,-1
50101405,1,2&2&300&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360812,-1,-1,-1,-1,-1,-1,-1
50101406,1,2&2&350&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360813,-1,-1,-1,-1,-1,-1,-1
50101407,1,2&2&400&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360814,-1,-1,-1,-1,-1,-1,-1
50101408,1,2&2&450&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360815,-1,-1,-1,-1,-1,-1,-1
50101409,1,2&2&500&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360816,-1,-1,-1,-1,-1,-1,-1
50101501,1,20&1&5&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360817,-1,-1,-1,-1,-1,-1,-1
50101502,1,20&1&7&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360818,-1,-1,-1,-1,-1,-1,-1
50101503,1,20&1&9&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360819,-1,-1,-1,-1,-1,-1,-1
50101504,1,20&1&11&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360820,-1,-1,-1,-1,-1,-1,-1
50101505,1,20&1&13&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360821,-1,-1,-1,-1,-1,-1,-1
