行为id,下一个行为（-1为结束）,行为归纳,BGM,跳过简述
151720,151730,1|14320,-1,-1
151730,151740,2|103,-1,-1
151740,151750,1|14330,-1,-1
151750,151760,2|11703,-1,-1
151760,151770,1|14340,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/clock-3-times,-1
151770,151780,2|103,-1,-1
151780,151781,1|14350,-1,-1
151781,151782,2|14603,-1,-1
151782,151790,1|14351,-1,-1
151790,151800,2|11703,-1,-1
151800,151810,1|14360,-1,-1
151810,151820,2|14603,-1,-1
151820,151830,1|14370,-1,-1
151830,151840,2|11703,-1,-1
151840,151850,1|14380,-1,-1
151850,151860,1|14390,-1,-1
151860,151870,2|14603,-1,-1
151870,151871,1|14400,-1,-1
151871,151872,2|14604,-1,-1
151872,151873,1|14401,-1,-1
151873,151880,2|14603,-1,-1
151880,151890,1|14410,-1,-1
151890,151900,2|103,-1,-1
151900,151910,1|14420,-1,-1
151910,151920,2|14603,-1,-1
151920,151930,1|14430,-1,-1
151930,151940,2|11703,-1,-1
151940,151950,1|14440,-1,-1
151950,151960,2|103,-1,-1
151960,151970,1|14450,-1,-1
151970,151980,2|11703,-1,-1
151980,151990,1|14460,-1,-1
151990,152000,2|103,-1,-1
152000,152010,1|14470,-1,-1
152010,152020,1|14480,-1,-1
152020,152030,2|11703,-1,-1
152030,152040,1|14490,-1,-1
152040,152050,1|14500,-1,-1
152050,152060,2|11705,-1,-1
152060,152070,3|109|110,-1,-1
152070,152090,1|14520,-1,-1
152080,152120,1|14570,-1,-1
152090,152100,2|14603,-1,-1
152100,152110,1|14540,-1,-1
152110,152210,1|14550,-1,-1
152120,152130,2|103,-1,-1
152130,152140,1|14580,-1,-1
152140,152150,1|14590,-1,-1
152150,152160,1|14600,-1,-1
152160,152170,2|104,-1,-1
152170,152171,1|14610,-1,-1
152171,152180,2|14603,-1,-1
152180,152181,1|14620,-1,-1
152181,152190,2|14604,-1,-1
152190,152200,1|14630,-1,-1
152200,152210,1|14640,-1,-1
152210,152220,2|11703,-1,-1
152220,152230,1|14650,-1,-1
152230,152240,2|103,-1,-1
152240,152250,1|14660,-1,-1
152250,152260,2|11903,-1,-1
152260,152270,1|14670,-1,-1
152270,152280,2|103,-1,-1
152280,152290,1|14680,-1,-1
152290,152300,1|14690,-1,-1
152300,152310,2|104,-1,-1
152310,152311,1|14700,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/footsteps-walk-out-forest-grass-rattle|;|StopBgm|event:/GameBgm/MusicBook-Nightingale Castle|;|StopByPath|event:/GameEffect/BackgroundEffect/chapter-1/amb-magic-castle,-1
152311,152312,2|80058,-1,-1
152312,152320,2|70000,-1,-1
152320,152330,2|11703,-1,-1
152330,152340,1|14710,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/amb-night-forest-no-footsteps,-1
152340,152350,2|14603,-1,-1
152350,152360,1|14720,-1,-1
152360,152370,2|14604,-1,-1
152370,152380,1|14730,-1,-1
152380,152381,2|50001,-1,-1
152381,152382,2|11803,-1,-1
152382,152383,1|14731,-1,-1
152383,152390,2|11805,-1,-1
152390,152400,1|14740,-1,-1
152400,152410,2|14603,-1,-1
152410,152411,1|14750,-1,-1
152411,152412,2|11703,-1,-1
152412,152413,1|14751,-1,-1
152413,152420,2|11705,-1,-1
152420,152421,1|14760,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/magic-cast-shield,-1
152421,152422,1|14761,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/amb-magic-dark,-1
152422,152430,2|14603,-1,-1
152430,152440,1|14770,-1,-1
152440,152450,2|103,-1,-1
152450,152451,1|14780,-1,-1
152451,152452,2|14603,-1,-1
152452,152453,1|14790,-1,-1
152453,152470,2|103,-1,-1
152470,152480,1|14800,-1,-1
152480,152490,2|104,-1,-1
152490,152491,1|14810,-1,-1
152491,152500,2|14603,-1,-1
152500,152510,1|14820,-1,-1
152510,152520,2|103,-1,-1
152520,152530,1|14830,-1,-1
152530,152540,2|14603,-1,-1
152540,152550,1|14840,-1,-1
152550,152560,1|14850,-1,-1
152560,152570,2|103,-1,-1
152570,152571,1|14860,-1,-1
152571,152580,2|11803,-1,-1
152580,152581,1|14870,-1,-1
152581,152590,2|103,-1,-1
152590,152600,1|14880,-1,-1
152600,-1,1|14890,StopSnapshot|snapshot:/InPlotLowerBGM,-1
153010,153011,2|80058,-1,11.0
153011,153020,2|103,-1,-1
153020,153030,1|14911,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/amb-night-forest-no-footsteps,-1
153030,153040,2|11903,-1,-1
153040,153050,1|14920,-1,-1
153050,153100,2|103,-1,-1
153100,153101,1|14940,-1,-1
153101,153102,2|14603,-1,-1
153102,153103,1|14945,-1,-1
153103,153110,2|103,-1,-1
153110,153120,1|14950,-1,-1
153120,153130,2|11903,-1,-1
153130,153140,1|14960,-1,-1
153140,153150,2|103,-1,-1
153150,153160,1|14970,-1,-1
153160,153170,2|11903,-1,-1
153170,153180,1|14980,-1,-1
153180,153181,2|103,-1,-1
153181,153190,1|14990,-1,-1
153190,153200,2|50001,-1,-1
153200,153210,2|303,-1,-1
153210,153211,1|15090,StopBgm|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/footsteps-walk-in-forest-grass-rattle,-1
153211,153220,2|305,-1,-1
153220,153240,1|15100,-1,-1
153240,-1,1|15110,-1,-1
160010,160020,2|80058,-1,12.0
160020,160021,2|303,-1,-1
160021,160030,1|15130,PlayBgm|event:/GameBgm/MusicBook-The Moon|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/amb-night-forest-no-footsteps,-1
160030,160040,2|103,-1,-1
160040,160050,1|15140,-1,-1
160050,160060,1|15150,-1,-1
160060,160070,2|303,-1,-1
160070,160080,1|15160,-1,-1
160080,160090,1|15170,-1,-1
160090,160100,2|14603,-1,-1
160100,160101,1|15180,-1,-1
160101,160110,2|14604,-1,-1
160110,160120,1|15190,-1,-1
160120,160130,2|303,-1,-1
160130,160140,1|15200,-1,-1
160140,160150,1|15210,-1,-1
160150,160160,2|103,-1,-1
160160,160170,1|15220,-1,-1
160170,160180,2|303,-1,-1
160180,160190,1|15230,-1,-1
160190,160200,1|15240,-1,-1
160200,160210,2|305,-1,-1
160210,160220,1|15250,-1,-1
160220,160230,2|103,-1,-1
160230,160231,1|15260,-1,-1
160231,160240,2|303,-1,-1
160240,160250,1|15270,-1,-1
160250,160260,1|15280,-1,-1
160260,160270,1|15290,-1,-1
160270,160280,2|14603,-1,-1
160280,160290,1|15300,-1,-1
160290,160300,2|303,-1,-1
160300,160310,1|15310,-1,-1
160310,160320,1|15320,-1,-1
160320,160330,2|103,-1,-1
160330,160331,1|15330,-1,-1
160331,160340,2|14603,-1,-1
160340,160350,1|15340,-1,-1
160350,160360,2|303,-1,-1
160360,160370,1|15350,-1,-1
160370,160380,2|11703,-1,-1
160380,160390,1|15360,-1,-1
160390,160400,2|14603,-1,-1
160400,160410,1|15370,-1,-1
160410,160420,2|103,-1,-1
160420,160430,1|15380,-1,-1
160430,160440,2|14603,-1,-1
160440,160450,1|15390,-1,-1
160450,160460,2|303,-1,-1
160460,160470,1|15400,-1,-1
160470,160480,1|15410,-1,-1
160480,160490,1|15420,-1,-1
160490,160500,2|14603,-1,-1
160500,160510,1|15430,-1,-1
160510,160520,1|15440,-1,-1
160520,160530,2|303,-1,-1
160530,160540,1|15450,-1,-1
160540,160550,2|103,-1,-1
160550,160560,1|15460,-1,-1
160560,160570,2|303,-1,-1
160570,160580,1|15470,-1,-1
160580,160590,1|15480,-1,-1
160590,160600,2|14603,-1,-1
160600,160610,1|15490,-1,-1
160610,160620,2|103,-1,-1
160620,160630,1|15500,-1,-1
160630,160640,2|303,-1,-1
160640,160650,1|15510,-1,-1
160650,160660,1|15520,-1,-1
160660,160670,2|103,-1,-1
160670,160671,1|15530,-1,-1
160671,160672,2|303,-1,-1
160672,160673,1|15531,-1,-1
160673,160680,2|103,-1,-1
160680,160690,1|15540,-1,-1
160690,160700,2|11703,-1,-1
160700,160710,1|15550,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/monster-creature-breath,-1
160710,160720,2|103,-1,-1
160720,160770,1|15560,-1,-1
160770,160780,2|303,-1,-1
160780,160790,1|15590,-1,-1
160790,160800,2|14603,-1,-1
160800,160810,1|15600,-1,-1
160810,160820,2|303,-1,-1
160820,160830,1|15610,StopByPath|event:/GameEffect/BackgroundEffect/chapter-1/amb-night-forest-no-footsteps,-1
160830,160840,2|12503,-1,-1
160840,160850,1|15620,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/monster-breath-ape,-1
160850,160860,2|103,-1,-1
160860,160870,1|15630,-1,-1
160870,160880,2|14603,-1,-1
160880,160890,1|15640,-1,-1
160890,160900,1|15650,-1,-1
160900,160910,1|15660,-1,-1
160910,160920,2|303,-1,-1
160920,160930,1|15670,StopByPath|event:/GameEffect/BackgroundEffect/chapter-1/monster-breath-synth,-1
160930,160940,2|103,-1,-1
160940,160950,1|15680,-1,-1
160950,160960,2|11803,-1,-1
160960,160970,1|15690,-1,-1
160970,160980,2|14603,-1,-1
160980,160990,1|15700,-1,-1
160990,161000,2|14604,-1,-1
161000,161010,1|15710,-1,-1
161010,161011,2|14603,-1,-1
161011,-1,1|15720,-1,-1
161020,161030,2|80058,-1,12.0
161030,161040,2|103,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/amb-night-forest-no-footsteps,-1
161040,161050,1|15740,-1,-1
161050,161060,2|303,-1,-1
161060,161070,1|15750,-1,-1
161070,161080,2|11903,-1,-1
161080,161090,1|15760,-1,-1
161090,161100,2|103,-1,-1
161100,161110,1|15770,-1,-1
161110,161120,2|11903,-1,-1
161120,161130,1|15780,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/animal-cat-meow,-1
161130,161140,2|103,-1,-1
161140,161141,1|15790,-1,-1
161141,161150,1|15791,-1,-1
161150,161160,2|303,-1,-1
161160,161170,1|15800,-1,-1
161170,161180,2|103,-1,-1
161180,161190,1|15810,-1,-1
161190,161200,2|303,-1,-1
161200,161210,1|15820,-1,-1
161210,161220,1|15830,-1,-1
161220,161230,2|14603,-1,-1
161230,161240,3|113|114,-1,-1
161240,161260,1|15850,-1,-1
161250,161290,1|15880,-1,-1
161260,161300,1|15860,-1,-1
161290,161300,1|15890,-1,-1
161300,161310,2|303,-1,-1
161310,161320,1|15900,-1,-1
161320,161330,2|103,-1,-1
161330,161340,1|15910,-1,-1
161340,161350,1|15920,-1,-1
161350,161360,2|303,-1,-1
161360,-1,1|15930,-1,-1
180010,180020,2|80102,-1,14.0
180020,180030,1|15950,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/amb-night-forest-no-footsteps|;|PlayBgm|event:/GameBgm/MusicBook-The Moon,-1
180030,180031,1|15960,-1,-1
180031,180032,2|40002,-1,-1
180032,180040,2|80114,-1,-1
180040,180041,1|15970,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/1003-xibeier-skill,-1
180041,180050,2|14603,-1,-1
180050,180070,1|15980,-1,-1
180070,180080,2|303,-1,-1
180080,180090,1|16000,-1,-1
180090,180100,1|16010,-1,-1
180100,180110,2|14603,-1,-1
180110,180120,1|16020,-1,-1
180120,180130,2|303,-1,-1
180130,180140,1|16030,-1,-1
180140,180150,1|16040,-1,-1
180150,180160,2|14603,-1,-1
180160,180161,1|16050,-1,-1
180161,180170,2|303,-1,-1
180170,180171,1|16060,-1,-1
180171,180180,2|14603,-1,-1
180180,180190,1|16070,-1,-1
180190,180200,2|303,-1,-1
180200,180210,1|16080,-1,-1
180210,180220,1|16090,-1,-1
180220,180230,2|14603,-1,-1
180230,180240,1|16100,-1,-1
180240,180250,2|303,-1,-1
180250,180260,1|16110,-1,-1
180260,180270,1|16120,-1,-1
180270,180280,2|14603,-1,-1
180280,180290,3|115|116,-1,-1
180290,180301,1|16140,-1,-1
180300,180302,1|16152,-1,-1
180301,180310,1|16150,-1,-1
180302,180303,1|16153,-1,-1
180303,180310,1|16154,-1,-1
180310,180320,1|16170,-1,-1
180320,180330,1|16180,-1,-1
180330,180340,2|303,-1,-1
180340,180350,1|16190,-1,-1
180350,180360,2|14603,-1,-1
180360,180370,1|16200,-1,-1
180370,180380,1|16210,-1,-1
180380,180390,1|16220,-1,-1
180390,180400,2|303,-1,-1
180400,180410,1|16230,-1,-1
180410,180420,1|16240,-1,-1
180420,180421,1|16250,-1,-1
180421,180430,1|16251,-1,-1
180430,180440,2|14603,-1,-1
180440,180450,1|16260,-1,-1
180450,180460,2|303,-1,-1
180460,180470,1|16270,-1,-1
180470,180480,2|103,-1,-1
180480,180490,1|16280,-1,-1
180490,180500,1|16290,-1,-1
180500,180510,2|11703,-1,-1
180510,180520,1|16300,-1,-1
180520,180530,2|103,-1,-1
180530,180540,1|16310,-1,-1
180540,180550,2|303,-1,-1
180550,180560,1|16320,-1,-1
180560,180570,1|16330,-1,-1
180570,180580,2|103,-1,-1
180580,180590,1|16340,-1,-1
180590,180600,2|303,-1,-1
180600,180610,1|16350,-1,-1
180610,180620,2|103,-1,-1
180620,180630,1|16360,-1,-1
180630,180640,1|16370,-1,-1
180640,180650,2|303,-1,-1
180650,180660,1|16380,-1,-1
180660,180670,1|16390,-1,-1
180670,180680,2|14603,-1,-1
180680,180690,1|16400,-1,-1
180690,180700,2|303,-1,-1
180700,180710,1|16410,-1,-1
180710,180720,1|16420,-1,-1
180720,180730,2|103,-1,-1
180730,180731,1|16430,-1,-1
180731,180740,1|16431,-1,-1
180740,180750,2|303,-1,-1
180750,180760,1|16440,-1,-1
180760,180770,1|16450,-1,-1
180770,180780,2|103,-1,-1
180780,180790,1|16460,-1,-1
180790,180800,2|11903,-1,-1
180800,180810,1|16470,-1,-1
180810,180820,2|103,-1,-1
180820,180821,1|16480,-1,-1
180821,180822,2|11903,-1,-1
180822,180823,1|16481,-1,-1
180823,180824,2|103,-1,-1
180824,180830,1|16482,-1,-1
180830,180840,2|11903,-1,-1
180840,180850,1|16490,-1,-1
180850,180860,2|103,-1,-1
180860,180870,1|16500,-1,-1
180870,180880,2|11803,-1,-1
180880,180890,1|16510,-1,-1
180890,180900,2|103,-1,-1
180900,180910,1|16520,-1,-1
180910,180920,2|11903,-1,-1
180920,180930,1|16530,-1,-1
180930,180940,2|103,-1,-1
180940,-1,1|16540,-1,-1
181010,181020,2|80114,PlayBgm|event:/GameBgm/MusicBook-The Moon,14.0
181020,181021,2|103,-1,-1
181021,181022,1|16551,-1,-1
181022,181030,2|303,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/amb-night-forest-no-footsteps,-1
181030,181040,1|16560,-1,-1
181040,181050,2|14603,-1,-1
181050,181060,3|117|118,-1,-1
181060,181080,1|16580,-1,-1
181070,181110,1|16610,-1,-1
181080,181090,2|14604,-1,-1
181090,181150,1|16590,-1,-1
181110,181120,2|103,-1,-1
181120,181130,1|16620,-1,-1
181130,181140,2|14603,-1,-1
181140,181141,1|16630,-1,-1
181141,181150,2|14604,-1,-1
181150,181160,1|16640,-1,-1
181160,181170,1|16650,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/monster-creature-breath,-1
181170,181180,2|14603,-1,-1
181180,181190,1|16670,-1,-1
181190,181200,2|303,-1,-1
181200,181210,1|16680,-1,-1
181210,181220,2|14603,-1,-1
181220,181230,1|16690,-1,-1
181230,181240,2|103,-1,-1
181240,181250,1|16700,-1,-1
181250,181260,2|14603,-1,-1
181260,181261,1|16710,-1,-1
181261,181270,2|14604,-1,-1
181270,181271,1|16720,PlayBgm|event:/GameBgm/empty,-1
181271,181280,1|16725,-1,-1
181280,181290,2|303,-1,-1
181290,181300,1|16730,-1,-1
181300,181310,2|305,-1,-1
181310,181320,1|16740,-1,-1
181320,181330,2|103,-1,-1
181330,181340,1|16750,-1,-1
181340,181350,1|16760,-1,-1
181350,181360,2|104,-1,-1
181360,181361,1|16770,-1,-1
181361,181370,2|50001,-1,-1
181370,181380,2|103,-1,-1
181380,181390,1|16780,-1,-1
181390,181400,2|14603,-1,-1
181400,181401,1|16790,-1,-1
181401,181410,2|14604,-1,-1
181410,181420,1|16800,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/wing-monster-roar-bat-swarm,-1
181420,181430,2|303,-1,-1
181430,181440,1|16810,-1,-1
181440,181441,2|305,-1,-1
181441,181450,2|40002,-1,-1
181450,181451,1|16820,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/1003-xibeier-skill,-1
181451,181460,2|17903,-1,-1
181460,181461,2|60001,-1,-1
181461,181470,1|16830,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/monster-footstep-body-fall-debris|;|StopByPath|event:/GameEffect/BackgroundEffect/chapter-1/monster-creature-breath,-1
181470,181480,1|16840,-1,-1
181480,181490,2|103,-1,-1
181490,181500,1|16850,PlayBgm|event:/GameBgm/MusicBook-Waltz for the deep dark forest,-1
181500,181510,1|16860,-1,-1
181510,181520,2|14603,-1,-1
181520,181530,1|16870,-1,-1
181530,181540,2|303,-1,-1
181540,181550,1|16880,-1,-1
181550,181560,2|103,-1,-1
181560,181580,1|16890,-1,-1
181580,181590,1|16900,-1,-1
181590,181600,2|14603,-1,-1
181600,181610,1|16910,-1,-1
181610,181620,2|17903,-1,-1
181620,181630,1|16920,-1,-1
181630,181640,1|16930,-1,-1
181640,181650,2|103,-1,-1
181650,181660,1|16940,-1,-1
181660,181670,2|17903,-1,-1
181670,181680,1|16950,-1,-1
181680,181681,1|16960,-1,-1
181681,181690,1|16961,-1,-1
181690,181700,2|303,-1,-1
181700,181710,1|16970,-1,-1
181710,181720,2|17903,-1,-1
181720,181730,1|16980,-1,-1
181730,181740,2|14603,-1,-1
181740,181860,1|16990,-1,-1
181860,181870,2|17903,-1,-1
181870,181880,1|17070,-1,-1
181880,181890,1|17080,-1,-1
181890,181900,2|103,-1,-1
181900,181910,1|17090,-1,-1
181910,181920,2|17903,-1,-1
181920,181930,1|17100,-1,-1
181930,181960,2|14603,-1,-1
181960,181970,1|17120,-1,-1
181970,181980,1|17130,-1,-1
181980,181990,2|17903,-1,-1
181990,182000,1|17140,-1,-1
182000,182040,1|17160,-1,-1
182040,182050,2|103,-1,-1
182050,182060,1|17170,-1,-1
182060,182070,2|17903,-1,-1
182070,182090,1|17190,-1,-1
182090,182110,1|17210,-1,-1
182110,182120,2|303,-1,-1
182120,182130,1|17220,-1,-1
182130,182140,2|17903,-1,-1
182140,182150,1|17230,-1,-1
182150,182160,1|17240,-1,-1
182160,182170,2|103,-1,-1
182170,182180,1|17250,-1,-1
182180,182190,2|17903,-1,-1
182190,182200,1|17260,-1,-1
182200,182210,1|17270,-1,-1
182210,182220,2|14603,-1,-1
182220,182230,1|17280,-1,-1
182230,182240,1|17290,-1,-1
182240,182250,2|17903,-1,-1
182250,182260,1|17300,-1,-1
182260,182270,1|17310,-1,-1
182270,182280,2|14603,-1,-1
182280,182290,1|17320,-1,-1
182290,182300,3|119|120,-1,-1
182300,182311,2|17903,-1,-1
182310,182314,2|103,-1,-1
182311,182312,1|17322,-1,-1
182312,182313,2|14603,-1,-1
182313,182328,1|17323,-1,-1
182314,182315,1|17325,-1,-1
182315,182316,2|14603,-1,-1
182316,182317,1|17326,-1,-1
182317,182318,2|17903,-1,-1
182318,182319,1|17327,-1,-1
182319,182320,2|14603,-1,-1
182320,182321,1|17328,-1,-1
182321,182322,2|17903,-1,-1
182322,182323,1|17329,-1,-1
182323,182324,1|17330,-1,-1
182324,182325,2|60001,-1,-1
182325,182326,1|17331,-1,-1
182326,182327,2|14603,-1,-1
182327,182328,1|17332,-1,-1
182328,182329,2|103,-1,-1
182329,182330,1|17370,-1,-1
182330,182331,2|17903,-1,-1
182331,182360,1|17380,-1,-1
182360,182370,2|103,-1,-1
182370,182380,1|17390,-1,-1
182380,182390,2|17903,-1,-1
182390,182400,1|17400,-1,-1
182400,182410,1|17410,-1,-1
182410,182420,2|103,-1,-1
182420,182450,1|17420,-1,-1
182450,182460,2|17903,-1,-1
182460,182470,1|17440,-1,-1
182470,182510,1|17460,-1,-1
182510,182520,1|17470,-1,-1
182520,182530,2|14603,-1,-1
182530,182540,1|17480,-1,-1
182540,182550,2|303,-1,-1
182550,182560,1|17490,-1,-1
182560,182570,2|14603,-1,-1
182570,182590,1|17500,-1,-1
182590,182600,2|17903,-1,-1
182600,182610,1|17520,-1,-1
182610,182620,1|17530,-1,-1
182620,182630,1|17540,-1,-1
182630,182631,1|17550,-1,-1
182631,182640,2|60001,-1,-1
182640,182650,2|103,-1,-1
182650,182660,1|17551,-1,-1
182660,182670,2|303,-1,-1
182670,-1,1|17552,-1,-1
183010,183020,2|80114,PlayBgm|event:/GameBgm/MusicBook-The Moon,14.0
183020,183050,2|103,-1,-1
183050,183051,1|17580,-1,-1
183051,183060,2|14603,-1,-1
183060,183070,1|17590,-1,-1
183070,183090,2|103,-1,-1
183090,183100,1|17600,-1,-1
183100,183110,2|303,-1,-1
183110,183120,1|17610,-1,-1
183120,183130,2|103,-1,-1
183130,183140,1|17620,-1,-1
183140,183150,1|17630,-1,-1
183150,183180,2|303,-1,-1
183180,183240,1|17670,-1,-1
183240,183270,1|17710,-1,-1
183270,183290,1|17730,-1,-1
183290,183380,2|14603,-1,-1
183380,183430,1|17780,-1,-1
183430,183440,2|103,-1,-1
183440,183450,1|17810,-1,-1
183450,183460,2|14603,-1,-1
183460,183470,1|17820,-1,-1
183470,183480,1|17830,-1,-1
183480,183490,2|103,-1,-1
183490,183500,1|17840,-1,-1
183500,183510,2|11703,-1,-1
183510,183520,1|17850,-1,-1
183520,183530,2|303,-1,-1
183530,183540,1|17860,-1,-1
183540,183550,2|14603,-1,-1
183550,183560,1|17870,-1,-1
183560,183561,1|17880,-1,-1
183561,183570,1|17882,-1,-1
183570,183580,2|303,-1,-1
183580,183590,1|17890,-1,-1
183590,183600,2|305,-1,-1
183600,183610,1|17900,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/1003-xibeier-skill,-1
183610,183620,2|40002,-1,-1
183620,183630,2|80030,-1,-1
183630,183640,1|17910,-1,-1
183640,183650,2|103,-1,-1
183650,183651,1|17920,-1,-1
183651,183652,2|105,-1,-1
183652,183660,1|17921,-1,-1
183660,183670,2|14603,-1,-1
183670,183680,1|17930,-1,-1
183680,183690,2|303,-1,-1
183690,183700,1|17940,-1,-1
183700,183710,2|14603,-1,-1
183710,183720,1|17950,-1,-1
183720,183730,2|103,-1,-1
183730,183740,1|17960,-1,-1
183740,183750,2|14603,-1,-1
183750,-1,1|17970,-1,-1
191070,191080,2|80114,-1,16.0
191080,191090,1|17990,PlayBgm|event:/GameBgm/MusicBook-The Moon|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-1/amb-night-forbidden-forest,-1
191090,191100,1|18000,-1,-1
191100,191110,2|103,-1,-1
191110,191120,1|18010,-1,-1
191120,191121,2|104,-1,-1
191121,191130,2|80206,-1,-1
191130,191140,1|18020,-1,-1
191140,191150,2|303,-1,-1
191150,191170,1|18030,-1,-1
191170,191180,2|103,-1,-1
191180,191190,1|18050,-1,-1
191190,191200,2|303,-1,-1
191200,191210,1|18060,-1,-1
191210,191220,2|103,-1,-1
191220,191230,1|18070,-1,-1
191230,191240,2|303,-1,-1
191240,191260,1|18090,-1,-1
191260,191270,2|103,-1,-1
191270,191280,1|18100,-1,-1
191280,191290,2|303,-1,-1
191290,191300,1|18110,-1,-1
191300,191320,2|103,-1,-1
191320,191330,1|18130,-1,-1
191330,191340,2|104,-1,-1
191340,191341,1|18140,-1,-1
191341,191350,2|303,-1,-1
191350,191360,1|18150,-1,-1
191360,191380,2|14603,-1,-1
191380,191390,1|18170,-1,-1
191390,191391,1|18180,-1,-1
191391,191400,2|14604,-1,-1
191400,191410,1|18200,-1,-1
191410,191420,2|303,-1,-1
191420,191430,1|18210,-1,-1
191430,191440,2|14603,-1,-1
191440,191450,1|18220,-1,-1
191450,191460,2|303,-1,-1
191460,191470,1|18230,-1,-1
191470,191480,2|14603,-1,-1
191480,191490,1|18240,-1,-1
191490,191500,1|18250,-1,-1
191500,191520,2|303,-1,-1
191520,191530,1|18270,-1,-1
191530,191540,2|14603,-1,-1
191540,191543,1|18280,-1,-1
191543,191541,2|14604,-1,-1
191541,191542,1|18285,-1,-1
191542,191550,1|18290,-1,-1
191550,191560,3|125|126,-1,-1
191560,191571,2|14603,-1,-1
191570,191591,2|14603,-1,-1
191571,191580,1|18310,-1,-1
191580,191590,2|103,-1,-1
191590,191770,1|18320,-1,-1
191591,191600,1|18340,-1,-1
191600,191610,2|303,-1,-1
191610,191620,1|18350,-1,-1
191620,191630,1|18360,-1,-1
191630,191640,2|14603,-1,-1
191640,191650,1|18370,-1,-1
191650,191660,2|303,-1,-1
191660,191670,1|18380,-1,-1
191670,191680,2|14603,-1,-1
191680,191690,1|18390,-1,-1
191690,191700,2|303,-1,-1
191700,191710,1|18400,-1,-1
191710,191720,2|305,-1,-1
191720,191721,1|18410,-1,-1
191721,191730,2|14603,-1,-1
191730,191740,1|18420,-1,-1
191740,191750,1|18430,-1,-1
191750,191760,2|103,-1,-1
191760,191770,1|18440,-1,-1
191770,191771,2|14603,-1,-1
191771,191780,1|18450,-1,-1
191780,191790,2|103,-1,-1
191790,191800,1|18460,-1,-1
191800,191810,2|11703,-1,-1
191810,191820,1|18470,-1,-1
191820,191830,2|103,-1,-1
191830,191840,1|18480,-1,-1
191840,191850,2|11703,-1,-1
191850,191851,1|18490,-1,-1
