-- 
-- brief: This file is generated by the tool, please do not modify it.
-- 

local _configs = {
    [1] = {1, 100001, 10100002, 60, 122, 203, {0.07, 2}, 1, 30, 1000, 1000, 1000},
    [973] = {973, 110901, 10092010, 219504, 10019, 3479, {0.07, 2}, 109, 109752, 2000, 750, 1000},
    [974] = {974, 110901, 10091020, 25609, 10019, 3479, {0.07, 2}, 12, 12804, 1000, 1000, 1000},
    [975] = {975, 110901, 10093010, 1353609, 10019, 3479, {0.07, 2}, 676, 676804, 1000, 1000, 1000},
    [976] = {976, 110901, 10094020, 3109643, 10019, 3479, {0.07, 2}, 1554, 1554821, 1000, 1000, 1000},
    [977] = {977, 110902, 10092010, 226821, 10019, 3479, {0.07, 2}, 113, 113410, 2000, 750, 1000},
    [978] = {978, 110902, 10092020, 226821, 10019, 3479, {0.07, 2}, 113, 113410, 2000, 750, 1000},
    [979] = {979, 110902, 10091010, 25609, 10019, 3479, {0.07, 2}, 12, 12804, 1000, 1000, 1000},
    [980] = {980, 110902, 10091030, 25609, 10019, 3479, {0.07, 2}, 12, 12804, 1000, 1000, 1000},
    [981] = {981, 110902, 10091020, 25609, 10019, 3479, {0.07, 2}, 12, 12804, 1000, 1000, 1000},
    [982] = {982, 110902, 10093010, 1390194, 10019, 3479, {0.07, 2}, 695, 695097, 1000, 1000, 1000},
    [983] = {983, 110902, 10104009, 6036367, 12525, 3479, {0.2, 5}, 301, 3018183, 2000, 750, 1000},
    [984] = {984, 110903, 10092010, 243007, 10336, 3590, {0.07, 2}, 121, 121503, 2000, 750, 1000},
    [985] = {985, 110903, 10091010, 27001, 10336, 3590, {0.07, 2}, 13, 13500, 1000, 1000, 1000},
    [986] = {986, 110903, 10091030, 27001, 10336, 3590, {0.07, 2}, 13, 13500, 1000, 1000, 1000},
    [987] = {987, 110903, 10093010, 1350040, 10336, 3590, {0.07, 2}, 675, 675020, 1000, 1000, 1000},
    [988] = {988, 110903, 10092020, 243007, 10336, 3590, {0.07, 2}, 121, 121503, 2000, 750, 1000},
    [989] = {989, 110903, 10091020, 27001, 10336, 3590, {0.07, 2}, 13, 13500, 1000, 1000, 1000},
    [990] = {990, 110903, 10094020, 3278668, 10336, 3590, {0.07, 2}, 1639, 1639334, 1000, 1000, 1000},
    [991] = {991, 110904, 10091030, 27001, 10336, 3590, {0.07, 2}, 13, 13500, 1000, 1000, 1000},
    [992] = {992, 110904, 10091010, 27001, 10336, 3590, {0.07, 2}, 13, 13500, 1000, 1000, 1000},
    [993] = {993, 110904, 10092020, 250722, 10336, 3590, {0.07, 2}, 125, 125361, 2000, 750, 1000},
    [994] = {994, 110904, 10091020, 27001, 10336, 3590, {0.07, 2}, 13, 13500, 1000, 1000, 1000},
    [995] = {995, 110904, 10092010, 250722, 10336, 3590, {0.07, 2}, 125, 125361, 2000, 750, 1000},
    [996] = {996, 110904, 10093020, 1350040, 10336, 3590, {0.07, 2}, 675, 675020, 1000, 1000, 1000},
    [997] = {997, 110904, 10104010, 6364472, 11629, 3590, {0.2, 5}, 318, 3182236, 2000, 750, 1000},
    [998] = {998, 110905, 10092020, 266303, 10400, 3611, {0.07, 2}, 133, 133151, 2000, 750, 1000},
    [999] = {999, 110905, 10092010, 266303, 10400, 3611, {0.07, 2}, 133, 133151, 2000, 750, 1000},
    [1000] = {1000, 110905, 10091010, 28679, 10400, 3611, {0.07, 2}, 14, 14339, 1000, 1000, 1000},
    [1001] = {1001, 110905, 10091030, 28679, 10400, 3611, {0.07, 2}, 14, 14339, 1000, 1000, 1000},
    [1002] = {1002, 110905, 10091020, 28679, 10400, 3611, {0.07, 2}, 14, 14339, 1000, 1000, 1000},
    [1003] = {1003, 110905, 10093020, 1433939, 10400, 3611, {0.07, 2}, 716, 716969, 1000, 1000, 1000},
    [1004] = {1004, 110905, 10094010, 3687271, 10400, 3611, {0.07, 2}, 1843, 1843635, 2000, 750, 1000},
    [1005] = {1005, 110906, 10091030, 28679, 10400, 3611, {0.07, 2}, 14, 14339, 1000, 1000, 1000},
    [1006] = {1006, 110906, 10092010, 266303, 10400, 3611, {0.07, 2}, 133, 133151, 2000, 750, 1000},
    [1007] = {1007, 110906, 10092020, 266303, 10400, 3611, {0.07, 2}, 133, 133151, 2000, 750, 1000},
    [1008] = {1008, 110906, 10091020, 28679, 10400, 3611, {0.07, 2}, 14, 14339, 1000, 1000, 1000},
    [1009] = {1009, 110906, 10093020, 1433939, 10400, 3611, {0.07, 2}, 716, 716969, 1000, 1000, 1000},
    [1010] = {1010, 110906, 10104008, 7374542, 11702, 3611, {0.2, 5}, 368, 3687271, 750, 1000, 2000},
    [1011] = {1011, 110907, 10092020, 274453, 10462, 3633, {0.07, 2}, 137, 137226, 2000, 750, 1000},
    [1012] = {1012, 110907, 10092010, 274453, 10462, 3633, {0.07, 2}, 137, 137226, 2000, 750, 1000},
    [1013] = {1013, 110907, 10091010, 29556, 10462, 3633, {0.07, 2}, 14, 14778, 1000, 1000, 1000},
    [1014] = {1014, 110907, 10091030, 29556, 10462, 3633, {0.07, 2}, 14, 14778, 1000, 1000, 1000},
    [1015] = {1015, 110907, 10091020, 29556, 10462, 3633, {0.07, 2}, 14, 14778, 1000, 1000, 1000},
    [1016] = {1016, 110907, 10093020, 1266707, 10462, 3633, {0.07, 2}, 633, 633353, 1000, 1000, 1000},
    [1017] = {1017, 110907, 10093010, 1266707, 10462, 3633, {0.07, 2}, 633, 633353, 1000, 1000, 1000},
    [1018] = {1018, 110907, 10094010, 3800120, 10462, 3633, {0.07, 2}, 1900, 1900060, 2000, 750, 1000},
    [1019] = {1019, 110908, 10104020, 24320771, 13949, 3633, {0.2, 1}, 243, 12160385, 2000, 750, 1000},
    [1020] = {1020, 111001, 10101110, 30451, 10526, 3656, {0.07, 2}, 15, 15225, 1000, 1000, 1000},
    [1021] = {1021, 111001, 10101120, 30451, 10526, 3656, {0.07, 2}, 15, 15225, 1000, 1000, 1000},
    [1022] = {1022, 111001, 10102120, 282755, 10526, 3656, {0.07, 2}, 141, 141377, 1000, 1000, 1000},
    [1023] = {1023, 111001, 10103120, 1305025, 10526, 3656, {0.07, 2}, 652, 652512, 1000, 1000, 1000},
    [1024] = {1024, 111001, 10104120, 3915076, 10526, 3656, {0.07, 2}, 1957, 1957538, 1000, 1000, 1000},
    [1025] = {1025, 111002, 10101110, 21750, 10526, 3656, {0.07, 2}, 10, 10875, 1000, 1000, 1000},
    [1026] = {1026, 111002, 10101120, 21750, 10526, 3656, {0.07, 2}, 10, 10875, 1000, 1000, 1000},
    [1027] = {1027, 111002, 10103120, 1305025, 10526, 3656, {0.07, 2}, 652, 652512, 1000, 1000, 1000},
    [1028] = {1028, 111002, 10102120, 165303, 10526, 3656, {0.07, 2}, 82, 82651, 1000, 1000, 1000},
    [1029] = {1029, 111002, 10105012, 7830151, 11842, 3656, {0.2, 5}, 391, 3915075, 750, 1000, 2000},
    [1030] = {1030, 111003, 10101110, 30451, 10526, 3656, {0.07, 2}, 15, 15225, 1000, 1000, 1000},
    [1031] = {1031, 111003, 10101120, 30451, 10526, 3656, {0.07, 2}, 15, 15225, 1000, 1000, 1000},
    [1032] = {1032, 111003, 10102110, 217504, 10526, 3656, {0.07, 2}, 108, 108752, 750, 1000, 2000},
    [1033] = {1033, 111003, 10103110, 1305025, 10526, 3656, {0.07, 2}, 652, 652512, 750, 1000, 2000},
    [1034] = {1034, 111003, 10104110, 3915076, 10526, 3656, {0.07, 2}, 1957, 1957538, 750, 1000, 2000},
    [1035] = {1035, 111004, 10101110, 30451, 10526, 3656, {0.07, 2}, 15, 15225, 1000, 1000, 1000},
    [1036] = {1036, 111004, 10101120, 30451, 10526, 3656, {0.07, 2}, 15, 15225, 1000, 1000, 1000},
    [1037] = {1037, 111004, 10102110, 282755, 10526, 3656, {0.07, 2}, 141, 141377, 750, 1000, 2000},
    [1038] = {1038, 111004, 10103110, 1305025, 10526, 3656, {0.07, 2}, 652, 652512, 750, 1000, 2000},
    [1039] = {1039, 111004, 10105009, 7830151, 11842, 3656, {0.2, 5}, 391, 3915075, 750, 1000, 2000},
    [1040] = {1040, 111005, 10101120, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1041] = {1041, 111005, 10102110, 308709, 10656, 3701, {0.07, 2}, 154, 154354, 750, 1000, 2000},
    [1042] = {1042, 111005, 10101110, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1043] = {1043, 111005, 10101130, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1044] = {1044, 111005, 10103110, 1424812, 10656, 3701, {0.07, 2}, 712, 712406, 750, 1000, 2000},
    [1045] = {1045, 111005, 10104110, 4274435, 10656, 3701, {0.07, 2}, 2137, 2137217, 750, 1000, 2000},
    [1046] = {1046, 111006, 10102120, 308709, 10656, 3701, {0.07, 2}, 154, 154354, 1000, 1000, 1000},
    [1047] = {1047, 111006, 10101110, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1048] = {1048, 111006, 10101130, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1049] = {1049, 111006, 10103120, 1424812, 10656, 3701, {0.07, 2}, 712, 712406, 1000, 1000, 1000},
    [1050] = {1050, 111006, 10105008, 8548870, 11988, 3701, {0.2, 5}, 427, 4274435, 750, 1000, 2000},
    [1051] = {1051, 111007, 10101130, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1052] = {1052, 111007, 10101110, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1053] = {1053, 111007, 10102120, 308709, 10656, 3701, {0.07, 2}, 154, 154354, 1000, 1000, 1000},
    [1054] = {1054, 111007, 10103120, 1424812, 10656, 3701, {0.07, 2}, 712, 712406, 1000, 1000, 1000},
    [1055] = {1055, 111007, 10101120, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1056] = {1056, 111007, 10104120, 4274435, 10656, 3701, {0.07, 2}, 2137, 2137217, 1000, 1000, 1000},
    [1057] = {1057, 111008, 10101130, 33246, 10656, 3701, {0.07, 2}, 16, 16623, 1000, 1000, 1000},
    [1058] = {1058, 111008, 10104120, 3799498, 10656, 3701, {0.07, 2}, 1899, 1899749, 1000, 1000, 1000},
    [1059] = {1059, 111008, 10105020, 38469913, 14208, 3701, {0.2, 1}, 384, 19234956, 750, 1000, 2000},
    [1060] = {1060, 111101, 10112030, 240136, 12055, 4568, {0.07, 2}, 120, 120068, 750, 1000, 2000},
    [1061] = {1061, 111101, 10111020, 42024, 12055, 4568, {0.07, 2}, 21, 21012, 1000, 1000, 1000},
    [1062] = {1062, 111101, 10113020, 1981121, 12055, 4568, {0.07, 2}, 990, 990560, 750, 1000, 2000},
    [1063] = {1063, 111101, 10114010, 4802717, 12055, 4568, {0.07, 2}, 2401, 2401358, 750, 1000, 2000},
    [1064] = {1064, 111102, 10112030, 300170, 12055, 4568, {0.07, 2}, 150, 150085, 750, 1000, 2000},
    [1065] = {1065, 111102, 10111010, 42024, 12055, 4568, {0.07, 2}, 21, 21012, 1000, 1000, 1000},
    [1066] = {1066, 111102, 10113020, 1981121, 12055, 4568, {0.07, 2}, 990, 990560, 750, 1000, 2000},
    [1067] = {1067, 111102, 10105011, 10806113, 14796, 4568, {0.2, 5}, 540, 5403056, 750, 1000, 2000},
    [1068] = {1068, 111103, 10112030, 420238, 12055, 4568, {0.07, 2}, 210, 210119, 750, 1000, 2000},
    [1069] = {1069, 111103, 10111010, 42024, 12055, 4568, {0.07, 2}, 21, 21012, 1000, 1000, 1000},
    [1070] = {1070, 111103, 10113020, 2401358, 12055, 4568, {0.07, 2}, 1200, 1200679, 750, 1000, 2000},
    [1071] = {1071, 111103, 10111020, 42024, 12055, 4568, {0.07, 2}, 21, 21012, 1000, 1000, 1000},
    [1072] = {1072, 111103, 10114010, 4802717, 12055, 4568, {0.07, 2}, 2401, 2401358, 750, 1000, 2000},
    [1073] = {1073, 111104, 10112030, 420238, 12055, 4568, {0.07, 2}, 210, 210119, 750, 1000, 2000},
    [1074] = {1074, 111104, 10111010, 42024, 12055, 4568, {0.07, 2}, 21, 21012, 1000, 1000, 1000},
    [1075] = {1075, 111104, 10111020, 42024, 12055, 4568, {0.07, 2}, 21, 21012, 1000, 1000, 1000},
    [1076] = {1076, 111104, 10105010, 12356971, 15161, 4679, {0.2, 5}, 617, 6178485, 750, 1000, 2000},
    [1077] = {1077, 111105, 10111010, 48055, 12352, 4679, {0.07, 2}, 24, 24027, 1000, 1000, 1000},
    [1078] = {1078, 111105, 10111020, 48055, 12352, 4679, {0.07, 2}, 24, 24027, 1000, 1000, 1000},
    [1079] = {1079, 111105, 10112020, 240274, 12352, 4679, {0.07, 2}, 120, 120137, 1000, 1000, 1000},
    [1080] = {1080, 111105, 10113010, 2059495, 12352, 4679, {0.07, 2}, 1029, 1029747, 1000, 1000, 1000},
    [1081] = {1081, 111105, 10112010, 240274, 12352, 4679, {0.07, 2}, 120, 120137, 1000, 1000, 1000},
    [1082] = {1082, 111105, 10114030, 5835236, 12352, 4679, {0.07, 2}, 2917, 2917618, 1000, 1000, 1000},
    [1083] = {1083, 111106, 10111010, 48055, 12352, 4679, {0.07, 2}, 24, 24027, 1000, 1000, 1000},
    [1084] = {1084, 111106, 10112020, 240274, 12352, 4679, {0.07, 2}, 120, 120137, 1000, 1000, 1000},
    [1085] = {1085, 111106, 10111020, 48055, 12352, 4679, {0.07, 2}, 24, 24027, 1000, 1000, 1000},
    [1086] = {1086, 111106, 10113010, 2059495, 12352, 4679, {0.07, 2}, 1029, 1029747, 1000, 1000, 1000},
    [1087] = {1087, 111106, 10105009, 12356971, 15161, 4679, {0.2, 5}, 617, 6178485, 750, 1000, 2000},
    [1088] = {1088, 111107, 10111010, 48055, 12352, 4679, {0.07, 2}, 24, 24027, 1000, 1000, 1000},
    [1089] = {1089, 111107, 10111020, 48055, 12352, 4679, {0.07, 2}, 24, 24027, 1000, 1000, 1000},
    [1090] = {1090, 111107, 10112010, 240274, 12352, 4679, {0.07, 2}, 120, 120137, 1000, 1000, 1000},
    [1091] = {1091, 111107, 10113010, 2265445, 12352, 4679, {0.07, 2}, 1132, 1132722, 1000, 1000, 1000},
    [1092] = {1092, 111107, 10114020, 5835236, 12352, 4679, {0.07, 2}, 2917, 2917618, 1000, 1000, 1000},
    [1093] = {1093, 111108, 10111010, 48055, 12352, 4679, {0.07, 2}, 24, 24027, 1000, 1000, 1000},
    [1094] = {1094, 111108, 10112010, 240274, 12352, 4679, {0.07, 2}, 120, 120137, 1000, 1000, 1000},
    [1095] = {1095, 111108, 10112020, 240274, 12352, 4679, {0.07, 2}, 120, 120137, 1000, 1000, 1000},
    [1096] = {1096, 111108, 10111020, 48055, 12352, 4679, {0.07, 2}, 24, 24027, 1000, 1000, 1000},
    [1097] = {1097, 111108, 10113010, 2059495, 12352, 4679, {0.07, 2}, 1029, 1029747, 1000, 1000, 1000},
    [1098] = {1098, 111108, 10105030, 55606370, 16844, 4679, {0.2, 1}, 556, 27803185, 750, 1000, 2000},
    [1099] = {1099, 111108, 10105031, 68650, 12352, 4679, {0.07, 2}, 34, 34325, 750, 1000, 2000},
    [1100] = {1100, 111108, 10105035, 109840, 12352, 4679, {0.07, 2}, 54, 54920, 750, 1000, 2000},
    [1101] = {1101, 111108, 10105034, 109840, 12352, 4679, {0.07, 2}, 54, 54920, 750, 1000, 2000},
    [1102] = {1102, 111108, 10105032, 34325, 12352, 4679, {0.07, 2}, 17, 17162, 750, 1000, 2000},
    [1103] = {1103, 111108, 10105033, 617849, 12352, 4679, {0.07, 2}, 308, 308924, 750, 1000, 2000},
    [1104] = {1104, 120101, 10101007, 3987, 3798, 1121, {0.07, 2}, 1, 1993, 1000, 1000, 1000},
    [1105] = {1105, 120101, 11012010, 31895, 3798, 1121, {0.07, 2}, 15, 15947, 1000, 1000, 1000},
    [1106] = {1106, 120101, 10101016, 3987, 3798, 1121, {0.07, 2}, 1, 1993, 1000, 1000, 1000},
    [1107] = {1107, 120101, 11012020, 55816, 3798, 1121, {0.07, 2}, 27, 27908, 1000, 1000, 1000},
    [1108] = {1108, 120101, 11012030, 191369, 3798, 1121, {0.07, 2}, 95, 95684, 1000, 1000, 1000},
    [1109] = {1109, 120101, 11011010, 5582, 3798, 1121, {0.07, 2}, 2, 2791, 1000, 1000, 1000},
    [1110] = {1110, 120101, 11012050, 637896, 3798, 1121, {0.07, 2}, 318, 318948, 1000, 1000, 1000},
    [1111] = {1111, 120102, 10101007, 3987, 3798, 1121, {0.07, 2}, 1, 1993, 1000, 1000, 1000},
    [1112] = {1112, 120102, 10101016, 3987, 3798, 1121, {0.07, 2}, 1, 1993, 1000, 1000, 1000},
    [1113] = {1113, 120102, 11011010, 5582, 3798, 1121, {0.07, 2}, 2, 2791, 1000, 1000, 1000},
    [1114] = {1114, 120102, 11012010, 31895, 3798, 1121, {0.07, 2}, 15, 15947, 1000, 1000, 1000},
    [1115] = {1115, 120102, 11012020, 55816, 3798, 1121, {0.07, 2}, 27, 27908, 1000, 1000, 1000},
    [1116] = {1116, 120102, 11012040, 199343, 3798, 1121, {0.07, 2}, 99, 99671, 1000, 1000, 1000},
    [1117] = {1117, 120102, 11012050, 637896, 3798, 1121, {0.07, 2}, 318, 318948, 1000, 1000, 1000},
    [1118] = {1118, 120103, 11003010, 3731692, 5064, 1121, nil, 37, 1865846, 1000, 1000, 1000},
    [1119] = {1119, 120103, 11003011, 1196055000, 4749, 1121, nil, 59802, 598027500, 750, 1000, 2000},
    [1120] = {1120, 120104, 11011010, 5582, 3798, 1121, {0.07, 2}, 2, 2791, 1000, 1000, 1000},
    [1121] = {1121, 120104, 11012010, 31895, 3798, 1121, {0.07, 2}, 15, 15947, 1000, 1000, 1000},
    [1122] = {1122, 120104, 10101007, 3987, 3798, 1121, {0.07, 2}, 1, 1993, 1000, 1000, 1000},
    [1123] = {1123, 120104, 11012040, 177016, 3798, 1121, {0.07, 2}, 88, 88508, 1000, 1000, 1000},
    [1124] = {1124, 120104, 11012020, 55816, 3798, 1121, {0.07, 2}, 27, 27908, 1000, 1000, 1000},
    [1125] = {1125, 120104, 10101016, 3987, 3798, 1121, {0.07, 2}, 1, 1993, 1000, 1000, 1000},
    [1126] = {1126, 120104, 11012030, 191369, 3798, 1121, {0.07, 2}, 95, 95684, 1000, 1000, 1000},
    [1127] = {1127, 120104, 11012050, 637896, 3798, 1121, {0.07, 2}, 318, 318948, 1000, 1000, 1000},
    [1128] = {1128, 120105, 11003020, 4961647, 7421, 1878, nil, 49, 2480823, 750, 1000, 2000},
    [1129] = {1129, 120106, 10101016, 5907, 5301, 1878, {0.07, 2}, 2, 2953, 1000, 1000, 1000},
    [1130] = {1130, 120106, 10101007, 5907, 5301, 1878, {0.07, 2}, 2, 2953, 1000, 1000, 1000},
    [1131] = {1131, 120106, 11012040, 262521, 5301, 1878, {0.07, 2}, 131, 131260, 1000, 1000, 1000},
    [1132] = {1132, 120106, 11012010, 34128, 5301, 1878, {0.07, 2}, 17, 17064, 1000, 1000, 1000},
    [1133] = {1133, 120106, 11012030, 301899, 5301, 1878, {0.07, 2}, 150, 150949, 1000, 1000, 1000},
    [1134] = {1134, 120106, 11015010, 1575126, 6362, 1878, {0.07, 2}, 78, 787563, 750, 1000, 2000},
    [1135] = {1135, 120107, 11012030, 318886, 5454, 1932, {0.07, 2}, 159, 159443, 1000, 1000, 1000},
    [1136] = {1136, 120107, 11011010, 10146, 5454, 1932, {0.07, 2}, 5, 5073, 1000, 1000, 1000},
    [1137] = {1137, 120107, 11012010, 40585, 5454, 1932, {0.07, 2}, 20, 20292, 1000, 1000, 1000},
    [1138] = {1138, 120107, 10101016, 6523, 5454, 1932, {0.07, 2}, 3, 3261, 1000, 1000, 1000},
    [1139] = {1139, 120107, 10101007, 6523, 5454, 1932, {0.07, 2}, 3, 3261, 1000, 1000, 1000},
    [1140] = {1140, 120107, 11012020, 86969, 5454, 1932, {0.07, 2}, 43, 43484, 1000, 1000, 1000},
    [1141] = {1141, 120107, 11012040, 289896, 5454, 1932, {0.07, 2}, 144, 144948, 1000, 1000, 1000},
    [1142] = {1142, 120107, 11003003, 1739376, 6954, 1932, {0.2, 5}, 86, 869688, 1000, 1000, 1000},
    [1143] = {1143, 120108, 11003030, 5870394, 5454, 1932, nil, 58, 2935197, 1000, 1000, 1000},
    [1144] = {1144, 120201, 10101006, 63641, 8055, 2282, {0.07, 2}, 31, 31820, 1000, 1000, 1000},
    [1145] = {1145, 120201, 10101007, 10228, 8055, 2282, {0.07, 2}, 5, 5114, 1000, 1000, 1000},
    [1146] = {1146, 120201, 11012030, 795506, 8055, 2282, {0.07, 2}, 397, 397753, 1000, 1000, 1000},
    [1147] = {1147, 120201, 11024010, 1591013, 8055, 2282, {0.07, 2}, 795, 795506, 1000, 1000, 1000},
    [1148] = {1148, 120202, 10101006, 75005, 8055, 2282, {0.07, 2}, 37, 37502, 1000, 1000, 1000},
    [1149] = {1149, 120202, 10101007, 10228, 8055, 2282, {0.07, 2}, 5, 5114, 1000, 1000, 1000},
    [1150] = {1150, 120202, 11012030, 795506, 8055, 2282, {0.07, 2}, 397, 397753, 1000, 1000, 1000},
    [1151] = {1151, 120202, 11004002, 2863823, 9666, 2282, nil, 143, 1431911, 2000, 750, 1000},
    [1152] = {1152, 120203, 10101006, 61368, 8055, 2282, {0.07, 2}, 30, 30684, 1000, 1000, 1000},
    [1153] = {1153, 120203, 10101007, 10228, 8055, 2282, {0.07, 2}, 5, 5114, 1000, 1000, 1000},
    [1154] = {1154, 120203, 11012030, 795506, 8055, 2282, {0.07, 2}, 397, 397753, 1000, 1000, 1000},
    [1155] = {1155, 120203, 11004003, 2591078, 9666, 2282, nil, 129, 1295539, 750, 1000, 2000},
    [1156] = {1156, 120203, 10034010, 1022794, 8055, 2282, {0.07, 2}, 511, 511397, 2000, 750, 1000},
    [1157] = {1157, 120204, 10101006, 70748, 8186, 2319, {0.07, 2}, 35, 35374, 1000, 1000, 1000},
    [1158] = {1158, 120204, 11012030, 884352, 8186, 2319, {0.07, 2}, 442, 442176, 1000, 1000, 1000},
    [1159] = {1159, 120204, 11012050, 1895040, 8186, 2319, {0.07, 2}, 947, 947520, 1000, 1000, 1000},
    [1160] = {1160, 120205, 10103010, 18192384, 10478, 2319, {0.2, 1}, 181, 9096192, 750, 1000, 2000},
    [1161] = {1161, 120205, 10103015, 252672, 8186, 2319, {0.07, 2}, 126, 126336, 1000, 1000, 1000},
    [1162] = {1162, 120206, 10101006, 95071, 8318, 2356, {0.07, 2}, 47, 47535, 1000, 1000, 1000},
    [1163] = {1163, 120206, 10101016, 13582, 8318, 2356, {0.07, 2}, 6, 6791, 1000, 1000, 1000},
    [1164] = {1164, 120206, 10101007, 13582, 8318, 2356, {0.07, 2}, 6, 6791, 1000, 1000, 1000},
    [1165] = {1165, 120206, 11012040, 1005033, 8318, 2356, {0.07, 2}, 502, 502516, 1000, 1000, 1000},
    [1166] = {1166, 120206, 11025010, 2444675, 8318, 2356, {0.07, 2}, 1222, 1222337, 1000, 1000, 1000},
    [1167] = {1167, 120207, 10102090, 29336094, 10646, 2356, {0.2, 1}, 293, 14668047, 1000, 1000, 1000},
    [1168] = {1168, 120208, 11002080, 29336094, 10646, 2356, {0.2, 1}, 293, 14668047, 1000, 2000, 750},
    [1169] = {1169, 230001, 10304002, 265728, 3519, 1304, {0.2, 5}, 13, 132864, 1000, 2000, 750},
    [1170] = {1170, 230001, 10304003, 265728, 3519, 1304, {0.2, 5}, 13, 132864, 1000, 2000, 750},
    [1171] = {1171, 230001, 10304700, 876902, 4692, 1304, {0.2, 1}, 8, 438451, 1000, 2000, 750},
    [1172] = {1172, 230002, 10304002, 606684, 4671, 1730, {0.2, 5}, 30, 303342, 1000, 2000, 750},
    [1173] = {1173, 230002, 10304003, 606684, 4671, 1730, {0.2, 5}, 30, 303342, 1000, 2000, 750},
    [1174] = {1174, 230002, 10304700, 2002057, 6228, 1730, {0.2, 1}, 20, 1001028, 1000, 2000, 750},
    [1175] = {1175, 230003, 10304002, 1818300, 9666, 3580, {0.2, 5}, 90, 909150, 1000, 2000, 750},
    [1176] = {1176, 230003, 10304003, 1818300, 9666, 3580, {0.2, 5}, 90, 909150, 1000, 2000, 750},
    [1177] = {1177, 230003, 10304700, 6000390, 12888, 3580, {0.2, 1}, 60, 3000195, 1000, 2000, 750},
    [1178] = {1178, 230004, 10304002, 2333952, 10059, 3726, {0.2, 5}, 116, 1166976, 1000, 2000, 750},
    [1179] = {1179, 230004, 10304003, 2333952, 10059, 3726, {0.2, 5}, 116, 1166976, 1000, 2000, 750},
    [1180] = {1180, 230004, 10304700, 7702042, 13410, 3726, {0.2, 1}, 77, 3851021, 1000, 2000, 750},
    [1181] = {1181, 230005, 10304002, 3314940, 12363, 4580, {0.2, 5}, 165, 1657470, 1000, 2000, 750},
    [1182] = {1182, 230005, 10304003, 3314940, 12363, 4580, {0.2, 5}, 165, 1657470, 1000, 2000, 750},
    [1183] = {1183, 230005, 10304700, 10939302, 16482, 4580, {0.2, 1}, 109, 5469651, 1000, 2000, 750},
    [1184] = {1184, 230006, 10304002, 4222356, 13077, 4844, {0.2, 5}, 211, 2111178, 1000, 2000, 750},
    [1185] = {1185, 230006, 10304003, 4222356, 13077, 4844, {0.2, 5}, 211, 2111178, 1000, 2000, 750},
    [1186] = {1186, 230006, 10304700, 13933775, 17436, 4844, {0.2, 1}, 139, 6966887, 1000, 2000, 750},
    [1187] = {1187, 230007, 10304002, 6003396, 16440, 6090, {0.2, 5}, 300, 3001698, 1000, 2000, 750},
    [1188] = {1188, 230007, 10304003, 6003396, 16440, 6090, {0.2, 5}, 300, 3001698, 1000, 2000, 750},
    [1189] = {1189, 230007, 10304700, 19811207, 21918, 6090, {0.2, 1}, 198, 9905603, 1000, 2000, 750},
    [1190] = {1190, 230008, 10304002, 6864984, 16845, 6238, {0.2, 5}, 343, 3432492, 1000, 2000, 750},
    [1191] = {1191, 230008, 10304003, 6864984, 16845, 6238, {0.2, 5}, 343, 3432492, 1000, 2000, 750},
    [1192] = {1192, 230008, 10304700, 22654447, 22458, 6238, {0.2, 1}, 226, 11327223, 1000, 2000, 750},
    [1193] = {1193, 240001, 10304005, 6643, 2346, 1304, {0.07, 2}, 3, 3321, 750, 1000, 2000},
    [1194] = {1194, 240001, 10304006, 6643, 2346, 1304, {0.07, 2}, 3, 3321, 750, 1000, 2000},
    [1195] = {1195, 240001, 10304004, 11072, 2346, 1304, {0.07, 2}, 5, 5536, 750, 1000, 2000},
    [1196] = {1196, 240001, 10304008, 8858, 2346, 1304, {0.07, 2}, 4, 4429, 750, 1000, 2000},
    [1197] = {1197, 240001, 10304007, 6643, 2346, 1304, {0.07, 2}, 3, 3321, 750, 1000, 2000},
    [1198] = {1198, 240001, 10304500, 398592, 4692, 1304, {0.2, 1}, 3, 199296, 750, 1000, 2000},
    [1199] = {1199, 240001, 10304024, 4429, 2346, 1304, {0.07, 2}, 2, 2214, 750, 1000, 2000},
    [1200] = {1200, 240001, 10102021, 4429, 2346, 1304, {0.07, 2}, 2, 2214, 750, 1000, 2000},
    [1201] = {1201, 240001, 10102025, 4429, 2346, 1304, {0.07, 2}, 2, 2214, 750, 1000, 2000},
    [1202] = {1202, 240002, 10304005, 15167, 3114, 1730, {0.07, 2}, 7, 7583, 750, 1000, 2000},
    [1203] = {1203, 240002, 10304006, 15167, 3114, 1730, {0.07, 2}, 7, 7583, 750, 1000, 2000},
    [1204] = {1204, 240002, 10304004, 25279, 3114, 1730, {0.07, 2}, 12, 12639, 750, 1000, 2000},
